ImageName,RootImage,Bot,Human
eggs0countAO1 Lithium 5-4 12 pt82.jpg,AO1 Lithium 5-4 12,0,0
eggs2countACO1 Lithium 5-4 19 pt39.jpg,ACO1 Lithium 5-4 19,2,2
eggs0countAO1 Lithium 5-4 40 pt26.jpg,AO1 Lithium 5-4 40,0,0
eggs0countCO1 Control 5-4 7 pt69.jpg,CO1 Control 5-4 7,0,0
eggs0countACO1 Lithium 5-4 18 pt65.jpg,ACO1 Lithium 5-4 18,0,0
eggs0countCO1 Lithium 5-4 42 pt15.jpg,CO1 Lithium 5-4 42,0,0
eggs0countCO1 Control 5-4 45 pt77.jpg,CO1 Control 5-4 45,3,0
eggs0countACO1 Lithium 5-4 5 pt84.jpg,ACO1 Lithium 5-4 5,0,0
eggs0countCO1 Control 5-4 24 pt95.jpg,CO1 Control 5-4 24,0,0
eggs0countCO1 Lithium 5-4 28 pt97.jpg,CO1 Lithium 5-4 28,1,0
eggs0countACO1 Lithium 5-4 1 pt42.jpg,ACO1 Lithium 5-4 1,0,0
eggs0countnCO1 Lithium 5-4 4 pt55.jpg,nCO1 Lithium 5-4 4,0,0
eggs0countACO1 Control 5-4 26 pt11.jpg,ACO1 Control 5-4 26,0,0
eggs0countCO1 Lithium 5-4 29 pt89.jpg,CO1 Lithium 5-4 29,1,0
eggs0countAO1 Lithium 5-4 17 pt26.jpg,AO1 Lithium 5-4 17,0,0
eggs0countAO1 Lithium 5-4 4 pt68.jpg,AO1 Lithium 5-4 4,0,0
eggs0countAO1 Control 5-4 26 pt68.jpg,AO1 Control 5-4 26,3,0
eggs0countAO1 Lithium 5-4 36 pt6.jpg,AO1 Lithium 5-4 36,11,0
eggs0countnCO1 Lithium 5-4 3 pt48.jpg,nCO1 Lithium 5-4 3,0,0
eggs0countACO1 Control 5-4 39 pt97.jpg,ACO1 Control 5-4 39,0,0
eggs0countAO1 Lithium 5-4 48 pt82.jpg,AO1 Lithium 5-4 48,0,0
eggs0countnCO1 Control 5-4 45 pt11.jpg,nCO1 Control 5-4 45,0,0
eggs0countACO1 Lithium 5-4 39 pt36.jpg,ACO1 Lithium 5-4 39,3,0
eggs0countnCO1 Lithium 5-4 38 pt2.jpg,nCO1 Lithium 5-4 38,0,0
eggs0countACO1 Lithium 5-4 32 pt74.jpg,ACO1 Lithium 5-4 32,0,0
eggs0countCO1 Control 5-4 32 pt21.jpg,CO1 Control 5-4 32,0,0
eggs0countACO1 Control 5-4 30 pt35.jpg,ACO1 Control 5-4 30,0,0
eggs0countACO1 Control 5-4 8 pt100.jpg,ACO1 Control 5-4 8,0,0
eggs0countCO1 Control 5-4 36 pt16.jpg,CO1 Control 5-4 36,2,0
eggs0countCO1 Lithium 5-4 5 pt81.jpg,CO1 Lithium 5-4 5,0,0
eggs2countACO1 Control 5-4 34 pt74.jpg,ACO1 Control 5-4 34,1,2
eggs0countACO1 Lithium 5-4 21 pt20.jpg,ACO1 Lithium 5-4 21,0,0
eggs4countCO1 Control 5-4 37 pt67.jpg,CO1 Control 5-4 37,7,4
eggs0countCO1 Control 5-4 8 pt80.jpg,CO1 Control 5-4 8,0,0
eggs0countACO1 Control 5-4 23 pt2.jpg,ACO1 Control 5-4 23,0,0
eggs0countnCO1 Lithium 5-4 37 pt22.jpg,nCO1 Lithium 5-4 37,0,0
eggs0countCO1 Lithium 5-4 2 pt52.jpg,CO1 Lithium 5-4 2,0,0
eggs0countAO1 Lithium 5-4 37 pt84.jpg,AO1 Lithium 5-4 37,6,0
eggs0countnCO1 Control 5-4 5 pt3.jpg,nCO1 Control 5-4 5,0,0
eggs0countnCO1 Control 5-4 8 pt4.jpg,nCO1 Control 5-4 8,0,0
eggs0countAO1 Control 5-4 17 pt44.jpg,AO1 Control 5-4 17,0,0
eggs0countCO1 Lithium 5-4 40 pt11.jpg,CO1 Lithium 5-4 40,0,0
eggs0countAO1 Control 5-4 3 pt73.jpg,AO1 Control 5-4 3,0,0
eggs0countnCO1 Control 5-4 16 pt43.jpg,nCO1 Control 5-4 16,0,0
eggs0countAO1 Control 5-4 28 pt73.jpg,AO1 Control 5-4 28,0,0
eggs3countnCO1 Lithium 5-4 36 pt77.jpg,nCO1 Lithium 5-4 36,2,3
eggs0countCO1 Lithium 5-4 35 pt34.jpg,CO1 Lithium 5-4 35,0,0
eggs0countACO1 Control 5-4 30 pt97.jpg,ACO1 Control 5-4 30,0,0
eggs0countCO1 Control 5-4 24 pt20.jpg,CO1 Control 5-4 24,0,0
eggs1countCO1 Control 5-4 31 pt40.jpg,CO1 Control 5-4 31,15,1
eggs0countACO1 Control 5-4 22 pt27.jpg,ACO1 Control 5-4 22,3,0
eggs0countCO1 Lithium 5-4 41 pt70.jpg,CO1 Lithium 5-4 41,0,0
eggs0countACO1 Lithium 5-4 10 pt10.jpg,ACO1 Lithium 5-4 10,0,0
eggs0countACO1 Control 5-4 16 pt31.jpg,ACO1 Control 5-4 16,10,0
eggs0countCO1 Control 5-4 5 pt95.jpg,CO1 Control 5-4 5,0,0
eggs2countCO1 Control 5-4 2 pt86.jpg,CO1 Control 5-4 2,7,2
eggs0countACO1 Lithium 5-4 36 pt25.jpg,ACO1 Lithium 5-4 36,0,0
eggs0countnCO1 Control 5-4 5 pt72.jpg,nCO1 Control 5-4 5,0,0
eggs2countCO1 Lithium 5-4 13 pt62.jpg,CO1 Lithium 5-4 13,5,2
eggs0countAO1 Lithium 5-4 26 pt26.jpg,AO1 Lithium 5-4 26,0,0
eggs0countnCO1 Control 5-4 36 pt31.jpg,nCO1 Control 5-4 36,2,0
eggs0countnCO1 Lithium 5-4 19 pt82.jpg,nCO1 Lithium 5-4 19,0,0
eggs0countAO1 Control 5-4 10 pt35.jpg,AO1 Control 5-4 10,0,0
eggs1countCO1 Lithium 5-4 43 pt39.jpg,CO1 Lithium 5-4 43,3,1
eggs2countCO1 Lithium 5-4 13 pt44.jpg,CO1 Lithium 5-4 13,3,2
eggs0countnCO1 Lithium 5-4 26 pt36.jpg,nCO1 Lithium 5-4 26,0,0
eggs0countnCO1 Control 5-4 11 pt31.jpg,nCO1 Control 5-4 11,0,0
eggs0countAO1 Control 5-4 19 pt61.jpg,AO1 Control 5-4 19,0,0
eggs0countACO1 Control 5-4 12 pt67.jpg,ACO1 Control 5-4 12,3,0
eggs0countACO1 Control 5-4 6 pt13.jpg,ACO1 Control 5-4 6,12,0
eggs0countAO1 Control 5-4 19 pt57.jpg,AO1 Control 5-4 19,0,0
eggs0countCO1 Lithium 5-4 30 pt20.jpg,CO1 Lithium 5-4 30,0,0
eggs0countCO1 Lithium 5-4 49 pt10.jpg,CO1 Lithium 5-4 49,20,0
eggs0countACO1 Lithium 5-4 44 pt6.jpg,ACO1 Lithium 5-4 44,0,0
eggs0countnCO1 Control 5-4 24 pt100.jpg,nCO1 Control 5-4 24,0,0
eggs0countACO1 Lithium 5-4 50 pt58.jpg,ACO1 Lithium 5-4 50,0,0
eggs0countCO1 Lithium 5-4 15 pt19.jpg,CO1 Lithium 5-4 15,0,0
eggs0countnCO1 Lithium 5-4 37 pt3.jpg,nCO1 Lithium 5-4 37,0,0
eggs3countAO1 Control 5-4 16 pt43.jpg,AO1 Control 5-4 16,3,3
eggs0countnCO1 Lithium 5-4 34 pt25.jpg,nCO1 Lithium 5-4 34,0,0
eggs0countACO1 Control 5-4 6 pt94.jpg,ACO1 Control 5-4 6,0,0
eggs0countAO1 Control 5-4 45 pt17.jpg,AO1 Control 5-4 45,2,0
eggs0countnCO1 Control 5-4 46 pt100.jpg,nCO1 Control 5-4 46,0,0
eggs0countACO1 Lithium 5-4 19 pt71.jpg,ACO1 Lithium 5-4 19,0,0
eggs0countAO1 Lithium 5-4 35 pt58.jpg,AO1 Lithium 5-4 35,1,0
eggs0countCO1 Lithium 5-4 28 pt72.jpg,CO1 Lithium 5-4 28,0,0
eggs0countACO1 Lithium 5-4 11 pt72.jpg,ACO1 Lithium 5-4 11,0,0
eggs0countCO1 Lithium 5-4 27 pt51.jpg,CO1 Lithium 5-4 27,0,0
eggs0countAO1 Lithium 5-4 23 pt47.jpg,AO1 Lithium 5-4 23,0,0
eggs0countACO1 Control 5-4 8 pt49.jpg,ACO1 Control 5-4 8,0,0
eggs0countACO1 Lithium 5-4 21 pt49.jpg,ACO1 Lithium 5-4 21,0,0
eggs0countAO1 Lithium 5-4 42 pt9.jpg,AO1 Lithium 5-4 42,0,0
eggs2countCO1 Lithium 5-4 24 pt55.jpg,CO1 Lithium 5-4 24,4,2
eggs0countnCO1 Control 5-4 6 pt92.jpg,nCO1 Control 5-4 6,0,0
eggs0countAO1 Lithium 5-4 31 pt84.jpg,AO1 Lithium 5-4 31,0,0
eggs0countACO1 Lithium 5-4 42 pt1.jpg,ACO1 Lithium 5-4 42,0,0
eggs0countAO1 Lithium 5-4 44 pt70.jpg,AO1 Lithium 5-4 44,0,0
eggs0countnCO1 Lithium 5-4 46 pt83.jpg,nCO1 Lithium 5-4 46,0,0
eggs0countACO1 Control 5-4 50 pt54.jpg,ACO1 Control 5-4 50,0,0
eggs0countAO1 Lithium 5-4 2 pt91.jpg,AO1 Lithium 5-4 2,20,0
eggs0countCO1 Control 5-4 18 pt42.jpg,CO1 Control 5-4 18,0,0
eggs0countnCO1 Lithium 5-4 3 pt33.jpg,nCO1 Lithium 5-4 3,3,0
eggs0countACO1 Control 5-4 49 pt56.jpg,ACO1 Control 5-4 49,3,0
eggs0countnCO1 Lithium 5-4 50 pt90.jpg,nCO1 Lithium 5-4 50,0,0
eggs0countCO1 Control 5-4 47 pt40.jpg,CO1 Control 5-4 47,0,0
eggs0countCO1 Lithium 5-4 34 pt22.jpg,CO1 Lithium 5-4 34,0,0
eggs0countACO1 Control 5-4 18 pt84.jpg,ACO1 Control 5-4 18,3,0
eggs0countCO1 Lithium 5-4 24 pt29.jpg,CO1 Lithium 5-4 24,0,0
eggs0countCO1 Lithium 5-4 26 pt1.jpg,CO1 Lithium 5-4 26,0,0
eggs0countnCO1 Control 5-4 46 pt72.jpg,nCO1 Control 5-4 46,0,0
eggs0countAO1 Control 5-4 30 pt17.jpg,AO1 Control 5-4 30,0,0
eggs0countACO1 Lithium 5-4 38 pt44.jpg,ACO1 Lithium 5-4 38,0,0
eggs0countCO1 Control 5-4 13 pt2.jpg,CO1 Control 5-4 13,0,0
eggs0countACO1 Control 5-4 29 pt70.jpg,ACO1 Control 5-4 29,0,0
eggs0countnCO1 Control 5-4 36 pt19.jpg,nCO1 Control 5-4 36,2,0
eggs0countnCO1 Lithium 5-4 3 pt29.jpg,nCO1 Lithium 5-4 3,0,0
eggs0countCO1 Lithium 5-4 11 pt64.jpg,CO1 Lithium 5-4 11,0,0
eggs2countACO1 Control 5-4 5 pt84.jpg,ACO1 Control 5-4 5,3,2
eggs0countCO1 Lithium 5-4 29 pt40.jpg,CO1 Lithium 5-4 29,0,0
eggs0countACO1 Lithium 5-4 2 pt1.jpg,ACO1 Lithium 5-4 2,0,0
eggs0countnCO1 Lithium 5-4 31 pt98.jpg,nCO1 Lithium 5-4 31,0,0
eggs2countCO1 Lithium 5-4 5 pt46.jpg,CO1 Lithium 5-4 5,0,2
eggs3countnCO1 Lithium 5-4 38 pt49.jpg,nCO1 Lithium 5-4 38,7,3
eggs0countnCO1 Control 5-4 2 pt56.jpg,nCO1 Control 5-4 2,0,0
eggs0countCO1 Lithium 5-4 4 pt37.jpg,CO1 Lithium 5-4 4,0,0
eggs0countCO1 Lithium 5-4 28 pt5.jpg,CO1 Lithium 5-4 28,0,0
eggs0countAO1 Control 5-4 13 pt78.jpg,AO1 Control 5-4 13,3,0
eggs1countnCO1 Control 5-4 41 pt76.jpg,nCO1 Control 5-4 41,4,1
eggs0countCO1 Control 5-4 46 pt28.jpg,CO1 Control 5-4 46,9,0
eggs1countAO1 Control 5-4 22 pt75.jpg,AO1 Control 5-4 22,4,1
eggs3countnCO1 Lithium 5-4 24 pt48.jpg,nCO1 Lithium 5-4 24,8,3
eggs0countAO1 Control 5-4 19 pt91.jpg,AO1 Control 5-4 19,0,0
eggs0countACO1 Lithium 5-4 21 pt96.jpg,ACO1 Lithium 5-4 21,0,0
eggs0countAO1 Control 5-4 1 pt53.jpg,AO1 Control 5-4 1,0,0
eggs0countnCO1 Control 5-4 14 pt25.jpg,nCO1 Control 5-4 14,0,0
eggs0countnCO1 Lithium 5-4 17 pt99.jpg,nCO1 Lithium 5-4 17,0,0
eggs0countCO1 Control 5-4 38 pt5.jpg,CO1 Control 5-4 38,0,0
eggs0countAO1 Lithium 5-4 41 pt60.jpg,AO1 Lithium 5-4 41,0,0
eggs0countACO1 Lithium 5-4 5 pt23.jpg,ACO1 Lithium 5-4 5,0,0
eggs1countnCO1 Control 5-4 18 pt51.jpg,nCO1 Control 5-4 18,0,1
eggs0countAO1 Control 5-4 41 pt18.jpg,AO1 Control 5-4 41,3,0
eggs0countAO1 Control 5-4 27 pt82.jpg,AO1 Control 5-4 27,0,0
eggs0countnCO1 Lithium 5-4 2 pt100.jpg,nCO1 Lithium 5-4 2,0,0
eggs0countAO1 Control 5-4 47 pt6.jpg,AO1 Control 5-4 47,0,0
eggs0countACO1 Lithium 5-4 26 pt12.jpg,ACO1 Lithium 5-4 26,0,0
eggs0countnCO1 Lithium 5-4 13 pt33.jpg,nCO1 Lithium 5-4 13,2,0
eggs0countnCO1 Control 5-4 39 pt80.jpg,nCO1 Control 5-4 39,20,0
eggs4countnCO1 Control 5-4 40 pt83.jpg,nCO1 Control 5-4 40,4,4
eggs0countACO1 Control 5-4 5 pt87.jpg,ACO1 Control 5-4 5,2,0
eggs0countnCO1 Lithium 5-4 18 pt53.jpg,nCO1 Lithium 5-4 18,3,0
eggs0countAO1 Lithium 5-4 28 pt4.jpg,AO1 Lithium 5-4 28,0,0
eggs0countnCO1 Lithium 5-4 29 pt71.jpg,nCO1 Lithium 5-4 29,0,0
eggs0countCO1 Control 5-4 36 pt31.jpg,CO1 Control 5-4 36,2,0
eggs0countCO1 Control 5-4 40 pt4.jpg,CO1 Control 5-4 40,0,0
eggs5countCO1 Control 5-4 7 pt13.jpg,CO1 Control 5-4 7,9,5
eggs0countCO1 Lithium 5-4 26 pt92.jpg,CO1 Lithium 5-4 26,0,0
eggs2countACO1 Lithium 5-4 1 pt68.jpg,ACO1 Lithium 5-4 1,4,2
eggs0countACO1 Control 5-4 26 pt28.jpg,ACO1 Control 5-4 26,3,0
eggs0countCO1 Lithium 5-4 17 pt27.jpg,CO1 Lithium 5-4 17,3,0
eggs0countACO1 Control 5-4 41 pt66.jpg,ACO1 Control 5-4 41,0,0
eggs0countAO1 Control 5-4 12 pt25.jpg,AO1 Control 5-4 12,0,0
eggs0countCO1 Lithium 5-4 18 pt37.jpg,CO1 Lithium 5-4 18,2,0
eggs0countnCO1 Lithium 5-4 32 pt25.jpg,nCO1 Lithium 5-4 32,0,0
eggs0countAO1 Control 5-4 20 pt18.jpg,AO1 Control 5-4 20,0,0
eggs1countAO1 Control 5-4 42 pt23.jpg,AO1 Control 5-4 42,3,1
eggs0countCO1 Lithium 5-4 44 pt1.jpg,CO1 Lithium 5-4 44,2,0
eggs4countnCO1 Control 5-4 41 pt69.jpg,nCO1 Control 5-4 41,13,4
eggs0countnCO1 Lithium 5-4 14 pt10.jpg,nCO1 Lithium 5-4 14,0,0
eggs1countnCO1 Lithium 5-4 21 pt7.jpg,nCO1 Lithium 5-4 21,2,1
eggs1countAO1 Control 5-4 45 pt96.jpg,AO1 Control 5-4 45,0,1
eggs0countCO1 Control 5-4 29 pt94.jpg,CO1 Control 5-4 29,0,0
eggs0countAO1 Control 5-4 37 pt52.jpg,AO1 Control 5-4 37,3,0
eggs0countnCO1 Control 5-4 47 pt38.jpg,nCO1 Control 5-4 47,0,0
eggs0countCO1 Lithium 5-4 42 pt17.jpg,CO1 Lithium 5-4 42,0,0
eggs0countAO1 Lithium 5-4 19 pt9.jpg,AO1 Lithium 5-4 19,0,0
eggs1countnCO1 Lithium 5-4 20 pt65.jpg,nCO1 Lithium 5-4 20,3,1
eggs1countnCO1 Lithium 5-4 29 pt15.jpg,nCO1 Lithium 5-4 29,2,1
eggs0countACO1 Lithium 5-4 27 pt83.jpg,ACO1 Lithium 5-4 27,0,0
eggs2countACO1 Control 5-4 12 pt48.jpg,ACO1 Control 5-4 12,3,2
eggs0countCO1 Lithium 5-4 40 pt78.jpg,CO1 Lithium 5-4 40,3,0
eggs0countnCO1 Control 5-4 34 pt40.jpg,nCO1 Control 5-4 34,0,0
eggs0countACO1 Control 5-4 2 pt97.jpg,ACO1 Control 5-4 2,0,0
eggs2countCO1 Control 5-4 21 pt46.jpg,CO1 Control 5-4 21,3,2
eggs1countACO1 Lithium 5-4 8 pt68.jpg,ACO1 Lithium 5-4 8,3,1
eggs0countACO1 Control 5-4 27 pt32.jpg,ACO1 Control 5-4 27,0,0
eggs0countnCO1 Control 5-4 32 pt36.jpg,nCO1 Control 5-4 32,0,0
eggs1countnCO1 Lithium 5-4 9 pt34.jpg,nCO1 Lithium 5-4 9,3,1
eggs0countACO1 Control 5-4 12 pt75.jpg,ACO1 Control 5-4 12,3,0
eggs0countACO1 Control 5-4 17 pt25.jpg,ACO1 Control 5-4 17,3,0
eggs0countCO1 Lithium 5-4 5 pt68.jpg,CO1 Lithium 5-4 5,3,0
eggs0countnCO1 Lithium 5-4 7 pt57.jpg,nCO1 Lithium 5-4 7,2,0
eggs0countnCO1 Control 5-4 49 pt74.jpg,nCO1 Control 5-4 49,0,0
eggs0countACO1 Control 5-4 11 pt34.jpg,ACO1 Control 5-4 11,2,0
eggs0countACO1 Control 5-4 39 pt2.jpg,ACO1 Control 5-4 39,0,0
eggs0countAO1 Control 5-4 10 pt81.jpg,AO1 Control 5-4 10,0,0
eggs0countACO1 Control 5-4 29 pt47.jpg,ACO1 Control 5-4 29,0,0
eggs0countACO1 Control 5-4 6 pt34.jpg,ACO1 Control 5-4 6,3,0
eggs0countnCO1 Lithium 5-4 48 pt26.jpg,nCO1 Lithium 5-4 48,3,0
eggs0countACO1 Lithium 5-4 15 pt9.jpg,ACO1 Lithium 5-4 15,0,0
eggs1countCO1 Lithium 5-4 50 pt33.jpg,CO1 Lithium 5-4 50,3,1
eggs0countCO1 Lithium 5-4 34 pt54.jpg,CO1 Lithium 5-4 34,0,0
eggs0countACO1 Lithium 5-4 24 pt45.jpg,ACO1 Lithium 5-4 24,1,0
eggs0countnCO1 Control 5-4 22 pt44.jpg,nCO1 Control 5-4 22,8,0
eggs1countAO1 Lithium 5-4 9 pt57.jpg,AO1 Lithium 5-4 9,2,1
eggs0countAO1 Control 5-4 48 pt89.jpg,AO1 Control 5-4 48,0,0
eggs1countCO1 Control 5-4 15 pt64.jpg,CO1 Control 5-4 15,3,1
eggs0countAO1 Control 5-4 50 pt24.jpg,AO1 Control 5-4 50,0,0
eggs2countCO1 Control 5-4 15 pt33.jpg,CO1 Control 5-4 15,3,2
eggs0countAO1 Control 5-4 48 pt79.jpg,AO1 Control 5-4 48,0,0
eggs0countCO1 Lithium 5-4 47 pt50.jpg,CO1 Lithium 5-4 47,0,0
eggs3countCO1 Control 5-4 44 pt84.jpg,CO1 Control 5-4 44,3,3
eggs0countAO1 Control 5-4 15 pt56.jpg,AO1 Control 5-4 15,0,0
eggs0countCO1 Lithium 5-4 11 pt83.jpg,CO1 Lithium 5-4 11,0,0
eggs0countCO1 Lithium 5-4 49 pt49.jpg,CO1 Lithium 5-4 49,0,0
eggs0countnCO1 Control 5-4 4 pt100.jpg,nCO1 Control 5-4 4,0,0
eggs0countACO1 Control 5-4 6 pt65.jpg,ACO1 Control 5-4 6,0,0
eggs0countAO1 Lithium 5-4 18 pt6.jpg,AO1 Lithium 5-4 18,1,0
eggs0countAO1 Control 5-4 11 pt4.jpg,AO1 Control 5-4 11,6,0
eggs0countCO1 Lithium 5-4 39 pt31.jpg,CO1 Lithium 5-4 39,0,0
eggs0countnCO1 Control 5-4 12 pt9.jpg,nCO1 Control 5-4 12,0,0
eggs1countACO1 Control 5-4 21 pt6.jpg,ACO1 Control 5-4 21,7,1
eggs0countCO1 Control 5-4 21 pt44.jpg,CO1 Control 5-4 21,0,0
eggs0countnCO1 Control 5-4 26 pt75.jpg,nCO1 Control 5-4 26,0,0
eggs0countnCO1 Control 5-4 2 pt89.jpg,nCO1 Control 5-4 2,5,0
eggs0countnCO1 Control 5-4 6 pt71.jpg,nCO1 Control 5-4 6,0,0
eggs0countnCO1 Control 5-4 49 pt47.jpg,nCO1 Control 5-4 49,0,0
eggs0countACO1 Control 5-4 26 pt71.jpg,ACO1 Control 5-4 26,0,0
eggs6countCO1 Control 5-4 10 pt15.jpg,CO1 Control 5-4 10,10,6
eggs0countCO1 Control 5-4 18 pt50.jpg,CO1 Control 5-4 18,0,0
eggs0countAO1 Control 5-4 30 pt20.jpg,AO1 Control 5-4 30,0,0
eggs0countnCO1 Control 5-4 38 pt50.jpg,nCO1 Control 5-4 38,0,0
eggs0countAO1 Lithium 5-4 15 pt25.jpg,AO1 Lithium 5-4 15,0,0
eggs0countCO1 Control 5-4 5 pt52.jpg,CO1 Control 5-4 5,0,0
eggs0countnCO1 Lithium 5-4 3 pt55.jpg,nCO1 Lithium 5-4 3,0,0
eggs0countACO1 Lithium 5-4 39 pt74.jpg,ACO1 Lithium 5-4 39,0,0
eggs0countnCO1 Lithium 5-4 32 pt55.jpg,nCO1 Lithium 5-4 32,0,0
eggs0countACO1 Lithium 5-4 9 pt45.jpg,ACO1 Lithium 5-4 9,3,0
eggs0countACO1 Control 5-4 21 pt20.jpg,ACO1 Control 5-4 21,0,0
eggs0countAO1 Control 5-4 12 pt36.jpg,AO1 Control 5-4 12,0,0
eggs0countACO1 Lithium 5-4 40 pt45.jpg,ACO1 Lithium 5-4 40,0,0
eggs0countCO1 Control 5-4 18 pt57.jpg,CO1 Control 5-4 18,0,0
eggs1countACO1 Control 5-4 50 pt77.jpg,ACO1 Control 5-4 50,3,1
eggs0countAO1 Control 5-4 40 pt84.jpg,AO1 Control 5-4 40,0,0
eggs0countAO1 Lithium 5-4 41 pt79.jpg,AO1 Lithium 5-4 41,0,0
eggs0countACO1 Lithium 5-4 1 pt53.jpg,ACO1 Lithium 5-4 1,0,0
eggs0countACO1 Control 5-4 45 pt78.jpg,ACO1 Control 5-4 45,0,0
eggs0countAO1 Control 5-4 38 pt62.jpg,AO1 Control 5-4 38,0,0
eggs0countnCO1 Lithium 5-4 48 pt21.jpg,nCO1 Lithium 5-4 48,0,0
eggs0countnCO1 Control 5-4 1 pt89.jpg,nCO1 Control 5-4 1,0,0
eggs0countCO1 Lithium 5-4 32 pt4.jpg,CO1 Lithium 5-4 32,0,0
eggs0countCO1 Lithium 5-4 33 pt99.jpg,CO1 Lithium 5-4 33,0,0
eggs0countACO1 Control 5-4 47 pt62.jpg,ACO1 Control 5-4 47,0,0
eggs1countAO1 Control 5-4 31 pt32.jpg,AO1 Control 5-4 31,5,1
eggs1countACO1 Control 5-4 36 pt17.jpg,ACO1 Control 5-4 36,4,1
eggs0countACO1 Lithium 5-4 17 pt65.jpg,ACO1 Lithium 5-4 17,0,0
eggs0countnCO1 Lithium 5-4 15 pt56.jpg,nCO1 Lithium 5-4 15,3,0
eggs0countCO1 Lithium 5-4 40 pt64.jpg,CO1 Lithium 5-4 40,3,0
eggs0countAO1 Lithium 5-4 24 pt29.jpg,AO1 Lithium 5-4 24,0,0
eggs0countAO1 Control 5-4 39 pt44.jpg,AO1 Control 5-4 39,0,0
eggs0countCO1 Control 5-4 39 pt97.jpg,CO1 Control 5-4 39,1,0
eggs0countAO1 Control 5-4 24 pt50.jpg,AO1 Control 5-4 24,15,0
eggs0countACO1 Control 5-4 46 pt10.jpg,ACO1 Control 5-4 46,0,0
eggs2countnCO1 Lithium 5-4 24 pt78.jpg,nCO1 Lithium 5-4 24,4,2
eggs0countAO1 Control 5-4 34 pt78.jpg,AO1 Control 5-4 34,4,0
eggs1countnCO1 Control 5-4 27 pt34.jpg,nCO1 Control 5-4 27,3,1
eggs0countnCO1 Control 5-4 23 pt91.jpg,nCO1 Control 5-4 23,0,0
eggs0countACO1 Lithium 5-4 22 pt89.jpg,ACO1 Lithium 5-4 22,0,0
eggs0countAO1 Control 5-4 30 pt2.jpg,AO1 Control 5-4 30,0,0
eggs0countACO1 Lithium 5-4 10 pt16.jpg,ACO1 Lithium 5-4 10,0,0
eggs6countCO1 Control 5-4 10 pt25.jpg,CO1 Control 5-4 10,8,6
eggs0countAO1 Control 5-4 36 pt19.jpg,AO1 Control 5-4 36,0,0
eggs0countCO1 Control 5-4 6 pt13.jpg,CO1 Control 5-4 6,9,0
eggs0countAO1 Control 5-4 12 pt91.jpg,AO1 Control 5-4 12,0,0
eggs1countnCO1 Control 5-4 41 pt19.jpg,nCO1 Control 5-4 41,12,1
eggs0countAO1 Control 5-4 49 pt36.jpg,AO1 Control 5-4 49,0,0
eggs0countCO1 Lithium 5-4 29 pt75.jpg,CO1 Lithium 5-4 29,0,0
eggs0countnCO1 Lithium 5-4 7 pt10.jpg,nCO1 Lithium 5-4 7,0,0
eggs0countACO1 Lithium 5-4 26 pt4.jpg,ACO1 Lithium 5-4 26,0,0
eggs0countACO1 Lithium 5-4 8 pt60.jpg,ACO1 Lithium 5-4 8,5,0
eggs0countAO1 Control 5-4 15 pt3.jpg,AO1 Control 5-4 15,0,0
eggs0countAO1 Lithium 5-4 47 pt80.jpg,AO1 Lithium 5-4 47,0,0
eggs0countACO1 Lithium 5-4 48 pt90.jpg,ACO1 Lithium 5-4 48,0,0
eggs0countnCO1 Lithium 5-4 41 pt30.jpg,nCO1 Lithium 5-4 41,0,0
eggs1countCO1 Lithium 5-4 47 pt64.jpg,CO1 Lithium 5-4 47,3,1
eggs0countACO1 Lithium 5-4 1 pt89.jpg,ACO1 Lithium 5-4 1,0,0
eggs0countnCO1 Lithium 5-4 3 pt17.jpg,nCO1 Lithium 5-4 3,4,0
eggs0countCO1 Control 5-4 37 pt73.jpg,CO1 Control 5-4 37,2,0
eggs0countnCO1 Lithium 5-4 34 pt61.jpg,nCO1 Lithium 5-4 34,0,0
eggs0countACO1 Control 5-4 41 pt30.jpg,ACO1 Control 5-4 41,0,0
eggs0countAO1 Lithium 5-4 6 pt20.jpg,AO1 Lithium 5-4 6,0,0
eggs4countCO1 Lithium 5-4 15 pt44.jpg,CO1 Lithium 5-4 15,7,4
eggs2countACO1 Control 5-4 35 pt18.jpg,ACO1 Control 5-4 35,2,2
eggs2countnCO1 Lithium 5-4 50 pt37.jpg,nCO1 Lithium 5-4 50,3,2
eggs0countCO1 Lithium 5-4 19 pt75.jpg,CO1 Lithium 5-4 19,3,0
eggs0countACO1 Control 5-4 11 pt21.jpg,ACO1 Control 5-4 11,0,0
eggs0countAO1 Control 5-4 7 pt93.jpg,AO1 Control 5-4 7,0,0
eggs0countACO1 Control 5-4 22 pt88.jpg,ACO1 Control 5-4 22,0,0
eggs0countCO1 Control 5-4 5 pt41.jpg,CO1 Control 5-4 5,0,0
eggs0countAO1 Lithium 5-4 1 pt3.jpg,AO1 Lithium 5-4 1,0,0
eggs0countACO1 Lithium 5-4 12 pt27.jpg,ACO1 Lithium 5-4 12,0,0
eggs0countAO1 Lithium 5-4 2 pt95.jpg,AO1 Lithium 5-4 2,0,0
eggs0countAO1 Lithium 5-4 5 pt26.jpg,AO1 Lithium 5-4 5,0,0
eggs0countCO1 Control 5-4 29 pt13.jpg,CO1 Control 5-4 29,0,0
eggs1countAO1 Lithium 5-4 10 pt83.jpg,AO1 Lithium 5-4 10,5,1
eggs0countAO1 Lithium 5-4 18 pt5.jpg,AO1 Lithium 5-4 18,2,0
