ImageName,Count
2 24 D1 52,72.0
2 24 D1 53,57.0
2 24 D1 54,76.0
2 24 D1 55,47.0
2 24 D1 56,53.0
2 24 D1 57,64.0
2 24 D1 58,49.0
2 24 D1 59,24.0
2 24 D1 60,46.0
2 25 D2 1,85.0
2 25 D2 2,70.0
2 25 D2 3,42.0
2 25 D2 4,80.0
2 25 D2 5,65.0
2 25 D2 6,49.0
2 25 D2 7,74.0
2 25 D2 8,79.0
2 25 D2 9,37.0
2 25 D2 10,62.0
2 25 D2 11,62.0
2 25 D2 12,81.0
2 25 D2 13,75.0
2 25 D2 14,78.0
2 25 D2 15,58.0
2 25 D2 16,48.0
2 25 D2 17,89.0
2 25 D2 18,83.0
2 25 D2 19,49.0
2 25 D2 20,78.0
2 25 D2 21,68.0
2 25 D2 22,75.0
2 25 D2 23,71.0
2 25 D2 24,68.0
2 25 D2 25,51.0
2 25 D2 26,63.0
2 25 D2 27,55.0
2 25 D2 28,74.0
2 25 D2 29,83.0
2 25 D2 30,63.0
2 25 D2 31,58.0
2 25 D2 32,88.0
2 25 D2 33,72.0
2 25 D2 34,67.0
2 25 D2 35,57.0
2 25 D2 36,30.0
2 25 D2 37,61.0
2 25 D2 38,74.0
2 25 D2 39,88.0
2 25 D2 40,75.0
2 25 D2 41,78.0
2 25 D2 42,93.0
2 25 D2 43,88.0
2 25 D2 44,79.0
2 25 D2 45,59.0
2 25 D2 46,69.0
2 25 D2 47,93.0
2 25 D2 48,77.0
2 25 D2 49,101.0
2 25 D2 50,61.0
2 25 D2 51,54.0
2 25 D2 52,62.0
2 25 D2 53,66.0
2 25 D2 54,73.0
2 25 D2 55,74.0
2 25 D2 56,55.0
2 25 D2 57,76.0
2 25 D2 58,70.0
2 25 D2 59,60.0
2 25 D2 60,88.0
2 26 D3 1,74.0
2 26 D3 2,58.0
2 26 D3 3,41.0
2 26 D3 4,55.0
2 26 D3 5,60.0
2 26 D3 6,64.0
2 26 D3 7,77.0
2 26 D3 8,78.0
2 26 D3 9,35.0
2 26 D3 10,66.0
2 26 D3 11,73.0
2 26 D3 12,60.0
2 26 D3 13,66.0
2 26 D3 14,42.0
2 26 D3 15,59.0
2 26 D3 16,50.0
2 26 D3 17,74.0
2 26 D3 18,5.0
2 26 D3 19,46.0
2 26 D3 20,54.0
2 26 D3 21,58.0
2 26 D3 22,62.0
2 26 D3 23,69.0
2 26 D3 24,50.0
2 26 D3 25,56.0
2 26 D3 26,78.0
2 26 D3 27,66.0
2 26 D3 28,60.0
2 26 D3 29,51.0
2 26 D3 30,70.0
2 26 D3 31,57.0
2 26 D3 32,49.0
2 26 D3 33,39.0
2 26 D3 34,32.0
2 26 D3 35,79.0
2 26 D3 36,92.0
2 26 D3 37,52.0
2 26 D3 38,72.0
2 26 D3 39,50.0
2 26 D3 40,52.0
2 26 D3 41,58.0
2 26 D3 42,64.0
2 26 D3 43,39.0
2 26 D3 44,67.0
2 26 D3 45,73.0
2 26 D3 46,55.0
2 26 D3 47,82.0
2 26 D3 48,42.0
2 26 D3 49,82.0
2 26 D3 50,45.0
2 26 D3 51,94.0
2 26 D3 52,48.0
2 26 D3 53,45.0
2 26 D3 54,20.0
2 26 D3 55,50.0
2 26 D3 56,69.0
2 26 D3 57,0.0
2 26 D3 58,7.0
2 26 D3 59,75.0
2 26 D3 60,nan
2 27 D4 1,48.0
2 27 D4 2,37.0
2 27 D4 3,44.0
2 27 D4 4,42.0
2 27 D4 5,54.0
2 27 D4 6,52.0
2 27 D4 7,70.0
2 27 D4 8,55.0
2 27 D4 9,69.0
2 27 D4 10,88.0
2 27 D4 11,47.0
2 27 D4 12,46.0
2 27 D4 13,54.0
2 27 D4 14,63.0
2 27 D4 15,67.0
2 27 D4 16,71.0
2 27 D4 17,95.0
2 27 D4 18,73.0
2 27 D4 19,66.0
2 27 D4 20,69.0
2 27 D4 21,55.0
2 27 D4 22,41.0
2 27 D4 23,76.0
2 27 D4 24,80.0
2 27 D4 25,34.0
2 27 D4 26,47.0
2 27 D4 27,50.0
2 27 D4 28,78.0
2 27 D4 29,58.0
2 27 D4 30,53.0
2 27 D4 31,46.0
2 27 D4 32,68.0
2 27 D4 33,83.0
2 27 D4 34,66.0
2 27 D4 35,48.0
2 27 D4 36,58.0
2 27 D4 37,28.0
2 27 D4 38,26.0
2 27 D4 39,53.0
2 27 D4 40,54.0
2 27 D4 41,53.0
2 27 D4 42,58.0
2 27 D4 43,50.0
2 27 D4 44,60.0
2 27 D4 45,56.0
2 27 D4 46,59.0
2 27 D4 47,81.0
2 27 D4 48,74.0
2 27 D4 49,31.0
2 27 D4 50,59.0
2 27 D4 51,54.0
2 27 D4 52,61.0
2 27 D4 53,56.0
2 27 D4 54,49.0
2 27 D4 55,58.0
2 27 D4 56,59.0
2 27 D4 57,71.0
2 27 D4 58,51.0
2 27 D4 59,66.0
2 27 D4 60,81.0
2 28 D5 1,85.0
2 28 D5 2,52.0
2 28 D5 3,68.0
2 28 D5 4,95.0
2 28 D5 5,51.0
2 28 D5 6,61.0
2 28 D5 7,75.0
2 28 D5 8,77.0
2 28 D5 9,76.0
2 28 D5 10,80.0
2 28 D5 11,79.0
2 28 D5 12,74.0
2 28 D5 13,71.0
2 28 D5 14,79.0
2 28 D5 15,78.0
2 28 D5 16,57.0
2 28 D5 17,79.0
2 28 D5 18,56.0
2 28 D5 19,77.0
2 28 D5 20,72.0
2 28 D5 21,57.0
2 28 D5 22,86.0
2 28 D5 23,64.0
2 28 D5 24,61.0
2 28 D5 25,59.0
2 28 D5 26,44.0
2 28 D5 27,92.0
2 28 D5 28,62.0
2 28 D5 29,44.0
2 28 D5 30,49.0
2 28 D5 31,78.0
2 28 D5 32,67.0
2 28 D5 33,52.0
2 28 D5 34,67.0
2 28 D5 35,58.0
2 28 D5 36,75.0
2 28 D5 37,91.0
2 28 D5 38,62.0
2 28 D5 39,56.0
2 28 D5 40,56.0
2 28 D5 41,108.0
2 28 D5 42,66.0
2 28 D5 43,75.0
2 28 D5 44,83.0
2 28 D5 45,61.0
2 28 D5 46,69.0
2 28 D5 47,45.0
2 28 D5 48,105.0
2 28 D5 49,64.0
2 28 D5 50,74.0
2 28 D5 51,66.0
2 28 D5 52,31.0
2 28 D5 53,62.0
2 28 D5 54,60.0
2 28 D5 55,71.0
2 28 D5 56,46.0
2 28 D5 57,69.0
2 28 D5 58,80.0
2 28 D5 59,89.0
2 28 D5 60,53.0
2 25 C1 1,37.0
2 25 C1 2,52.0
2 25 C1 3,93.0
2 25 C1 4,61.0
2 25 C1 5,51.0
2 25 C1 6,49.0
2 25 C1 7,50.0
2 25 C1 8,67.0
2 25 C1 9,67.0
2 25 C1 10,54.0
2 25 C1 11,82.0
2 25 C1 12,58.0
2 25 C1 13,71.0
2 25 C1 14,40.0
2 25 C1 15,62.0
2 25 C1 16,83.0
2 25 C1 17,93.0
2 25 C1 18,48.0
2 25 C1 19,73.0
2 25 C1 20,66.0
2 25 C1 21,40.0
2 25 C1 22,91.0
2 25 C1 23,51.0
2 25 C1 24,41.0
2 25 C1 25,67.0
2 25 C1 26,89.0
2 25 C1 27,40.0
2 25 C1 28,42.0
2 25 C1 29,37.0
2 25 C1 30,61.0
2 25 C1 31,45.0
2 25 C1 32,39.0
2 25 C1 33,48.0
2 25 C1 34,42.0
2 25 C1 35,52.0
2 25 C1 36,71.0
2 25 C1 37,47.0
2 25 C1 38,52.0
2 25 C1 39,69.0
2 25 C1 40,52.0
2 25 C1 41,77.0
2 25 C1 42,38.0
2 25 C1 43,42.0
2 25 C1 44,69.0
2 25 C1 45,78.0
2 25 C1 46,73.0
2 25 C1 47,41.0
2 25 C1 48,65.0
2 25 C1 49,64.0
2 25 C1 50,64.0
2 25 C1 51,44.0
2 25 C1 52,93.0
2 25 C1 53,68.0
2 25 C1 54,76.0
2 25 C1 55,39.0
2 25 C1 56,68.0
2 25 C1 57,92.0
2 25 C1 58,31.0
2 25 C1 59,83.0
2 25 C1 60,54.0
2 26 C2 1,44.0
2 26 C2 2,68.0
2 26 C2 3,66.0
2 26 C2 4,62.0
2 26 C2 5,45.0
2 26 C2 6,20.0
2 26 C2 7,72.0
2 26 C2 8,69.0
2 26 C2 9,66.0
2 26 C2 10,57.0
2 26 C2 11,69.0
2 26 C2 12,81.0
2 26 C2 13,92.0
2 26 C2 14,63.0
2 26 C2 15,49.0
2 26 C2 16,49.0
2 26 C2 17,73.0
2 26 C2 18,55.0
2 26 C2 19,52.0
2 26 C2 20,75.0
2 26 C2 21,56.0
2 26 C2 22,91.0
2 26 C2 23,69.0
2 26 C2 24,67.0
2 26 C2 25,67.0
2 26 C2 26,37.0
2 26 C2 27,52.0
2 26 C2 28,73.0
2 26 C2 29,54.0
2 26 C2 30,77.0
2 26 C2 31,50.0
2 26 C2 32,60.0
2 26 C2 33,53.0
2 26 C2 34,69.0
2 26 C2 35,59.0
2 26 C2 36,64.0
2 26 C2 37,1.0
2 26 C2 38,54.0
2 26 C2 39,55.0
2 26 C2 40,59.0
2 26 C2 41,47.0
2 26 C2 42,47.0
2 26 C2 43,59.0
2 26 C2 44,77.0
2 26 C2 45,27.0
2 26 C2 46,94.0
2 26 C2 47,46.0
2 26 C2 48,59.0
2 26 C2 49,44.0
2 26 C2 50,33.0
2 26 C2 51,47.0
2 26 C2 52,56.0
2 26 C2 53,54.0
2 26 C2 54,22.0
2 26 C2 55,41.0
2 26 C2 56,44.0
2 26 C2 57,80.0
2 26 C2 58,38.0
2 26 C2 59,42.0
2 26 C2 60,49.0
2 27 C3 1,33.0
2 27 C3 2,30.0
2 27 C3 3,52.0
2 27 C3 4,73.0
2 27 C3 5,59.0
2 27 C3 6,43.0
2 27 C3 7,30.0
2 27 C3 8,80.0
2 27 C3 9,40.0
2 27 C3 10,37.0
2 27 C3 11,27.0
2 27 C3 12,35.0
2 27 C3 13,64.0
2 27 C3 14,25.0
2 27 C3 15,42.0
2 27 C3 16,44.0
2 27 C3 17,52.0
2 27 C3 18,52.0
2 27 C3 19,70.0
2 27 C3 20,60.0
2 27 C3 21,51.0
2 27 C3 22,71.0
2 27 C3 23,50.0
2 27 C3 24,2.0
2 27 C3 25,57.0
2 27 C3 26,2.0
2 27 C3 27,66.0
2 27 C3 28,43.0
2 27 C3 29,49.0
2 27 C3 30,37.0
2 27 C3 31,45.0
2 27 C3 32,65.0
2 27 C3 33,63.0
2 27 C3 34,37.0
2 27 C3 35,51.0
2 27 C3 36,66.0
2 27 C3 37,68.0
2 27 C3 38,43.0
2 27 C3 39,64.0
2 27 C3 40,67.0
2 27 C3 41,56.0
2 27 C3 42,62.0
2 27 C3 43,30.0
2 27 C3 44,59.0
2 27 C3 45,47.0
2 27 C3 46,41.0
2 27 C3 47,52.0
2 27 C3 48,30.0
2 27 C3 49,47.0
2 27 C3 50,67.0
2 27 C3 51,44.0
2 27 C3 52,64.0
2 27 C3 53,28.0
2 27 C3 54,46.0
2 27 C3 55,75.0
2 27 C3 56,41.0
2 27 C3 57,40.0
2 27 C3 58,63.0
2 27 C3 59,16.0
2 27 C3 60,30.0
2 28 C4 1,79.0
2 28 C4 2,70.0
2 28 C4 3,68.0
2 28 C4 4,84.0
2 28 C4 5,1.0
2 28 C4 6,81.0
2 28 C4 7,84.0
2 28 C4 8,63.0
2 28 C4 9,32.0
2 28 C4 10,60.0
2 28 C4 11,47.0
2 28 C4 12,89.0
2 28 C4 13,46.0
2 28 C4 14,48.0
2 28 C4 15,79.0
2 28 C4 16,89.0
2 28 C4 17,63.0
2 28 C4 18,57.0
2 28 C4 19,54.0
2 28 C4 20,70.0
2 28 C4 21,44.0
2 28 C4 22,79.0
2 28 C4 23,42.0
2 28 C4 24,13.0
2 28 C4 25,63.0
2 28 C4 26,nan
2 28 C4 27,74.0
2 28 C4 28,65.0
2 28 C4 29,52.0
2 28 C4 30,102.0
2 28 C4 31,56.0
2 28 C4 32,77.0
2 28 C4 33,88.0
2 28 C4 34,44.0
2 28 C4 35,66.0
2 28 C4 36,39.0
2 28 C4 37,92.0
2 28 C4 38,73.0
2 28 C4 39,75.0
2 28 C4 40,65.0
2 28 C4 41,69.0
2 28 C4 42,50.0
2 28 C4 43,65.0
2 28 C4 44,55.0
2 28 C4 45,43.0
2 28 C4 46,47.0
2 28 C4 47,32.0
2 28 C4 48,41.0
2 28 C4 49,61.0
2 28 C4 50,2.0
2 28 C4 51,69.0
2 28 C4 52,85.0
2 28 C4 53,72.0
2 28 C4 54,1.0
2 28 C4 55,72.0
2 28 C4 56,63.0
2 28 C4 57,35.0
2 28 C4 58,79.0
2 28 C4 59,51.0
2 28 C4 60,74.0
3 1 C5 1,83.0
3 1 C5 2,42.0
3 1 C5 3,53.0
3 1 C5 4,74.0
3 1 C5 5,85.0
3 1 C5 6,28.0
3 1 C5 7,79.0
3 1 C5 8,63.0
3 1 C5 9,94.0
3 1 C5 10,69.0
3 1 C5 11,48.0
3 1 C5 12,19.0
3 1 C5 13,73.0
3 1 C5 14,62.0
3 1 C5 15,2.0
3 1 C5 16,74.0
3 1 C5 17,64.0
3 1 C5 18,89.0
3 1 C5 19,85.0
3 1 C5 20,64.0
3 1 C5 21,87.0
3 1 C5 22,97.0
3 1 C5 23,54.0
3 1 C5 24,73.0
3 1 C5 25,51.0
3 1 C5 26,52.0
3 1 C5 27,72.0
3 1 C5 28,107.0
3 1 C5 29,43.0
3 1 C5 30,50.0
3 1 C5 31,72.0
3 1 C5 32,78.0
3 1 C5 33,88.0
3 1 C5 34,53.0
3 1 C5 35,71.0
3 1 C5 36,73.0
3 1 C5 37,58.0
3 1 C5 38,52.0
3 1 C5 39,59.0
3 1 C5 40,50.0
3 1 C5 41,43.0
3 1 C5 42,38.0
3 1 C5 43,62.0
3 1 C5 44,47.0
3 1 C5 45,59.0
3 1 C5 46,35.0
3 1 C5 47,0.0
3 1 C5 48,90.0
3 1 C5 49,56.0
3 1 C5 50,1.0
3 1 C5 51,84.0
3 1 C5 52,51.0
3 1 C5 53,41.0
3 1 C5 54,61.0
3 1 C5 55,28.0
3 1 C5 56,64.0
3 1 C5 57,nan
3 1 C5 58,69.0
3 1 C5 59,3.0
3 1 C5 60,63.0
2 25 D1 1,3.0
2 25 D1 2,1.0
2 25 D1 3,57.0
2 25 D1 4,68.0
2 25 D1 5,56.0
2 25 D1 6,59.0
2 25 D1 7,64.0
2 25 D1 8,69.0
2 25 D1 9,46.0
2 25 D1 10,78.0
2 25 D1 11,63.0
2 25 D1 12,1.0
2 25 D1 13,80.0
2 25 D1 14,2.0
2 25 D1 15,57.0
2 25 D1 16,69.0
2 25 D1 17,50.0
2 25 D1 18,57.0
2 25 D1 19,83.0
2 25 D1 20,53.0
2 25 D1 21,64.0
2 25 D1 22,6.0
2 25 D1 23,65.0
2 25 D1 24,42.0
2 25 D1 25,48.0
2 25 D1 26,65.0
2 25 D1 27,64.0
2 25 D1 28,52.0
2 25 D1 29,65.0
2 25 D1 30,50.0
2 25 D1 31,66.0
2 25 D1 32,87.0
2 25 D1 33,73.0
2 25 D1 34,102.0
2 25 D1 35,50.0
2 25 D1 36,1.0
2 25 D1 37,45.0
2 25 D1 38,77.0
2 25 D1 39,52.0
2 25 D1 40,93.0
2 25 D1 41,45.0
2 25 D1 42,32.0
2 25 D1 43,75.0
2 25 D1 44,46.0
2 25 D1 45,43.0
2 25 D1 46,62.0
2 25 D1 47,99.0
2 25 D1 48,73.0
2 25 D1 49,82.0
2 25 D1 50,54.0
2 25 D1 51,76.0
2 25 D1 52,73.0
2 25 D1 53,59.0
2 25 D1 54,77.0
2 25 D1 55,50.0
2 25 D1 56,43.0
2 25 D1 57,66.0
2 25 D1 58,63.0
2 25 D1 59,28.0
2 25 D1 60,47.0
2 26 D2 1,54.0
2 26 D2 2,77.0
2 26 D2 3,4.0
2 26 D2 4,95.0
2 26 D2 5,65.0
2 26 D2 6,56.0
2 26 D2 7,69.0
2 26 D2 8,67.0
2 26 D2 9,66.0
2 26 D2 10,2.0
2 26 D2 11,78.0
2 26 D2 12,78.0
2 26 D2 13,75.0
2 26 D2 14,nan
2 26 D2 15,25.0
2 26 D2 16,0.0
2 26 D2 17,66.0
2 26 D2 18,81.0
2 26 D2 19,89.0
2 26 D2 20,0.0
2 26 D2 21,61.0
2 26 D2 22,85.0
2 26 D2 23,62.0
2 26 D2 24,55.0
2 26 D2 25,45.0
2 26 D2 26,36.0
2 26 D2 27,92.0
2 26 D2 28,78.0
2 26 D2 29,23.0
2 26 D2 30,74.0
2 26 D2 31,51.0
2 26 D2 32,95.0
2 26 D2 33,76.0
2 26 D2 34,115.0
2 26 D2 35,57.0
2 26 D2 36,24.0
2 26 D2 37,67.0
2 26 D2 38,65.0
2 26 D2 39,91.0
2 26 D2 40,57.0
2 26 D2 41,81.0
2 26 D2 42,83.0
2 26 D2 43,89.0
2 26 D2 44,74.0
2 26 D2 45,55.0
2 26 D2 46,54.0
2 26 D2 47,85.0
2 26 D2 48,87.0
2 26 D2 49,88.0
2 26 D2 50,34.0
2 26 D2 51,61.0
2 26 D2 52,65.0
2 26 D2 53,82.0
2 26 D2 54,79.0
2 26 D2 55,64.0
2 26 D2 56,46.0
2 26 D2 57,58.0
2 26 D2 58,33.0
2 26 D2 59,57.0
2 26 D2 60,80.0
2 27 D3 1,58.0
2 27 D3 2,60.0
2 27 D3 3,33.0
2 27 D3 4,56.0
2 27 D3 5,58.0
2 27 D3 6,60.0
2 27 D3 7,99.0
2 27 D3 8,67.0
2 27 D3 9,31.0
2 27 D3 10,47.0
2 27 D3 11,55.0
2 27 D3 12,50.0
2 27 D3 13,46.0
2 27 D3 14,61.0
2 27 D3 15,73.0
2 27 D3 16,46.0
2 27 D3 17,43.0
2 27 D3 18,13.0
2 27 D3 19,27.0
2 27 D3 20,44.0
2 27 D3 21,46.0
2 27 D3 22,47.0
2 27 D3 23,62.0
2 27 D3 24,48.0
2 27 D3 25,55.0
2 27 D3 26,65.0
2 27 D3 27,78.0
2 27 D3 28,38.0
2 27 D3 29,43.0
2 27 D3 30,64.0
2 27 D3 31,54.0
2 27 D3 32,39.0
2 27 D3 33,62.0
2 27 D3 34,31.0
2 27 D3 35,18.0
2 27 D3 36,93.0
2 27 D3 37,41.0
2 27 D3 38,63.0
2 27 D3 39,52.0
2 27 D3 40,61.0
2 27 D3 41,68.0
2 27 D3 42,53.0
2 27 D3 43,42.0
2 27 D3 44,42.0
2 27 D3 45,62.0
2 27 D3 46,49.0
2 27 D3 47,55.0
2 27 D3 48,54.0
2 27 D3 49,59.0
2 27 D3 50,35.0
2 27 D3 51,59.0
2 27 D3 52,42.0
2 27 D3 53,59.0
2 27 D3 54,10.0
2 27 D3 55,67.0
2 27 D3 56,63.0
2 27 D3 57,1.0
2 27 D3 58,72.0
2 27 D3 59,50.0
2 27 D3 60,nan
2 28 D4 1,9.0
2 28 D4 2,67.0
2 28 D4 3,83.0
2 28 D4 4,51.0
2 28 D4 5,70.0
2 28 D4 6,50.0
2 28 D4 7,93.0
2 28 D4 8,66.0
2 28 D4 9,68.0
2 28 D4 10,104.0
2 28 D4 11,83.0
2 28 D4 12,87.0
2 28 D4 13,71.0
2 28 D4 14,98.0
2 28 D4 15,38.0
2 28 D4 16,92.0
2 28 D4 17,93.0
2 28 D4 18,74.0
2 28 D4 19,78.0
2 28 D4 20,80.0
2 28 D4 21,117.0
2 28 D4 22,61.0
2 28 D4 23,93.0
2 28 D4 24,83.0
2 28 D4 25,77.0
2 28 D4 26,46.0
2 28 D4 27,67.0
2 28 D4 28,83.0
2 28 D4 29,48.0
2 28 D4 30,68.0
2 28 D4 31,50.0
2 28 D4 32,73.0
2 28 D4 33,99.0
2 28 D4 34,67.0
2 28 D4 35,71.0
2 28 D4 36,80.0
2 28 D4 37,40.0
2 28 D4 38,81.0
2 28 D4 39,59.0
2 28 D4 40,71.0
2 28 D4 41,79.0
2 28 D4 42,84.0
2 28 D4 43,80.0
2 28 D4 44,72.0
2 28 D4 45,85.0
2 28 D4 46,61.0
2 28 D4 47,100.0
2 28 D4 48,59.0
2 28 D4 49,55.0
2 28 D4 50,61.0
2 28 D4 51,99.0
2 28 D4 52,63.0
2 28 D4 53,59.0
2 28 D4 54,79.0
2 28 D4 55,67.0
2 28 D4 56,50.0
2 28 D4 57,61.0
2 28 D4 58,10.0
2 28 D4 59,84.0
2 28 D4 60,84.0
3 1 D5 1,65.0
3 1 D5 2,45.0
3 1 D5 3,79.0
3 1 D5 4,101.0
3 1 D5 5,59.0
3 1 D5 6,68.0
3 1 D5 7,70.0
3 1 D5 8,73.0
3 1 D5 9,82.0
3 1 D5 10,75.0
3 1 D5 11,65.0
3 1 D5 12,37.0
3 1 D5 13,59.0
3 1 D5 14,86.0
3 1 D5 15,64.0
3 1 D5 16,30.0
3 1 D5 17,87.0
3 1 D5 18,70.0
3 1 D5 19,73.0
3 1 D5 20,53.0
3 1 D5 21,40.0
3 1 D5 22,88.0
3 1 D5 23,82.0
3 1 D5 24,53.0
3 1 D5 25,65.0
3 1 D5 26,49.0
3 1 D5 27,84.0
3 1 D5 28,84.0
3 1 D5 29,39.0
3 1 D5 30,70.0
3 1 D5 31,63.0
3 1 D5 32,74.0
3 1 D5 33,55.0
3 1 D5 34,49.0
3 1 D5 35,52.0
3 1 D5 36,58.0
3 1 D5 37,75.0
3 1 D5 38,50.0
3 1 D5 39,47.0
3 1 D5 40,55.0
3 1 D5 41,33.0
3 1 D5 42,69.0
3 1 D5 43,77.0
3 1 D5 44,66.0
3 1 D5 45,70.0
3 1 D5 46,34.0
3 1 D5 47,49.0
3 1 D5 48,78.0
3 1 D5 49,36.0
3 1 D5 50,59.0
3 1 D5 51,56.0
3 1 D5 52,71.0
3 1 D5 53,43.0
3 1 D5 54,0.0
3 1 D5 55,74.0
3 1 D5 56,70.0
3 1 D5 57,64.0
3 1 D5 58,61.0
3 1 D5 59,86.0
3 1 D5 60,67.0
2 26 C1 1,29.0
2 26 C1 2,51.0
2 26 C1 3,51.0
2 26 C1 4,43.0
2 26 C1 5,49.0
2 26 C1 6,48.0
2 26 C1 7,37.0
2 26 C1 8,64.0
2 26 C1 9,50.0
2 26 C1 10,57.0
2 26 C1 11,50.0
2 26 C1 12,46.0
2 26 C1 13,86.0
2 26 C1 14,35.0
2 26 C1 15,34.0
2 26 C1 16,60.0
2 26 C1 17,80.0
2 26 C1 18,40.0
2 26 C1 19,32.0
2 26 C1 20,27.0
2 26 C1 21,45.0
2 26 C1 22,61.0
2 26 C1 23,49.0
2 26 C1 24,67.0
2 26 C1 25,52.0
2 26 C1 26,49.0
2 26 C1 27,52.0
2 26 C1 28,65.0
2 26 C1 29,38.0
2 26 C1 30,25.0
2 26 C1 31,52.0
2 26 C1 32,48.0
2 26 C1 33,44.0
2 26 C1 34,60.0
2 26 C1 35,45.0
2 26 C1 36,46.0
2 26 C1 37,62.0
2 26 C1 38,66.0
2 26 C1 39,68.0
2 26 C1 40,42.0
2 26 C1 41,56.0
2 26 C1 42,46.0
2 26 C1 43,58.0
2 26 C1 44,64.0
2 26 C1 45,58.0
2 26 C1 46,62.0
2 26 C1 47,42.0
2 26 C1 48,45.0
2 26 C1 49,67.0
2 26 C1 50,50.0
2 26 C1 51,25.0
2 26 C1 52,62.0
2 26 C1 53,27.0
2 26 C1 54,52.0
2 26 C1 55,41.0
2 26 C1 56,55.0
2 26 C1 57,79.0
2 26 C1 58,17.0
2 26 C1 59,88.0
2 26 C1 60,33.0
2 27 C2 1,33.0
2 27 C2 2,64.0
2 27 C2 3,63.0
2 27 C2 4,40.0
2 27 C2 5,28.0
2 27 C2 6,49.0
2 27 C2 7,62.0
2 27 C2 8,60.0
2 27 C2 9,42.0
2 27 C2 10,46.0
2 27 C2 11,43.0
2 27 C2 12,82.0
2 27 C2 13,86.0
2 27 C2 14,44.0
2 27 C2 15,51.0
2 27 C2 16,39.0
2 27 C2 17,66.0
2 27 C2 18,51.0
2 27 C2 19,55.0
2 27 C2 20,55.0
2 27 C2 21,50.0
2 27 C2 22,75.0
2 27 C2 23,51.0
2 27 C2 24,43.0
2 27 C2 25,86.0
2 27 C2 26,28.0
2 27 C2 27,48.0
2 27 C2 28,48.0
2 27 C2 29,64.0
2 27 C2 30,87.0
2 27 C2 31,59.0
2 27 C2 32,53.0
2 27 C2 33,48.0
2 27 C2 34,43.0
2 27 C2 35,67.0
2 27 C2 36,42.0
2 27 C2 37,29.0
2 27 C2 38,31.0
2 27 C2 39,66.0
2 27 C2 40,73.0
2 27 C2 41,46.0
2 27 C2 42,46.0
2 27 C2 43,53.0
2 27 C2 44,44.0
2 27 C2 45,37.0
2 27 C2 46,46.0
2 27 C2 47,63.0
2 27 C2 48,52.0
2 27 C2 49,46.0
2 27 C2 50,44.0
2 27 C2 51,58.0
2 27 C2 52,43.0
2 27 C2 53,68.0
2 27 C2 54,29.0
2 27 C2 55,35.0
2 27 C2 56,40.0
2 27 C2 57,69.0
2 27 C2 58,46.0
2 27 C2 59,31.0
2 27 C2 60,53.0
2 28 C3 1,10.0
2 28 C3 2,45.0
2 28 C3 3,71.0
2 28 C3 4,60.0
2 28 C3 5,79.0
2 28 C3 6,62.0
2 28 C3 7,53.0
2 28 C3 8,75.0
2 28 C3 9,57.0
2 28 C3 10,60.0
2 28 C3 11,59.0
2 28 C3 12,12.0
2 28 C3 13,70.0
2 28 C3 14,32.0
2 28 C3 15,57.0
2 28 C3 16,41.0
2 28 C3 17,76.0
2 28 C3 18,59.0
2 28 C3 19,65.0
2 28 C3 20,95.0
2 28 C3 21,75.0
2 28 C3 22,66.0
2 28 C3 23,56.0
2 28 C3 24,0.0
2 28 C3 25,48.0
2 28 C3 26,1.0
2 28 C3 27,50.0
2 28 C3 28,52.0
2 28 C3 29,65.0
2 28 C3 30,54.0
2 28 C3 31,76.0
2 28 C3 32,50.0
2 28 C3 33,66.0
2 28 C3 34,18.0
2 28 C3 35,24.0
2 28 C3 36,91.0
2 28 C3 37,59.0
2 28 C3 38,51.0
2 28 C3 39,39.0
2 28 C3 40,44.0
2 28 C3 41,59.0
2 28 C3 42,45.0
2 28 C3 43,66.0
2 28 C3 44,76.0
2 28 C3 45,81.0
2 28 C3 46,16.0
2 28 C3 47,30.0
2 28 C3 48,21.0
2 28 C3 49,50.0
2 28 C3 50,73.0
2 28 C3 51,54.0
2 28 C3 52,83.0
2 28 C3 53,27.0
2 28 C3 54,41.0
2 28 C3 55,29.0
2 28 C3 56,50.0
2 28 C3 57,34.0
2 28 C3 58,63.0
2 28 C3 59,31.0
2 28 C3 60,53.0
3 1 C4 1,72.0
3 1 C4 2,39.0
3 1 C4 3,54.0
3 1 C4 4,56.0
3 1 C4 5,1.0
3 1 C4 6,61.0
3 1 C4 7,74.0
3 1 C4 8,93.0
3 1 C4 9,15.0
3 1 C4 10,74.0
3 1 C4 11,49.0
3 1 C4 12,64.0
3 1 C4 13,54.0
3 1 C4 14,59.0
3 1 C4 15,65.0
3 1 C4 16,83.0
3 1 C4 17,76.0
3 1 C4 18,68.0
3 1 C4 19,62.0
3 1 C4 20,83.0
3 1 C4 21,65.0
3 1 C4 22,77.0
3 1 C4 23,34.0
3 1 C4 24,23.0
3 1 C4 25,43.0
3 1 C4 26,nan
3 1 C4 27,57.0
3 1 C4 28,59.0
3 1 C4 29,50.0
3 1 C4 30,71.0
3 1 C4 31,52.0
3 1 C4 32,60.0
3 1 C4 33,76.0
3 1 C4 34,50.0
3 1 C4 35,64.0
3 1 C4 36,46.0
3 1 C4 37,78.0
3 1 C4 38,64.0
3 1 C4 39,74.0
3 1 C4 40,59.0
3 1 C4 41,75.0
3 1 C4 42,45.0
3 1 C4 43,56.0
3 1 C4 44,80.0
3 1 C4 45,60.0
3 1 C4 46,42.0
3 1 C4 47,3.0
