FileName,MarvinFileName,AlexFileName,AlexCount,MarvinCount,Mean,Difference
CO1 Lithium 5-4 31 pt56.jpg,eggs1countCO1 Lithium 5-4 31 pt56.jpg,eggs1countCO1 Lithium 5-4 31 pt56.jpg,1,1,1.0,0
CO1 Lithium 5-4 5 pt96.jpg,eggs1countCO1 Lithium 5-4 5 pt96.jpg,eggs1countCO1 Lithium 5-4 5 pt96.jpg,1,1,1.0,0
ACO1 Control 5-4 19 pt75.jpg,eggs1countACO1 Control 5-4 19 pt75.jpg,eggs1countACO1 Control 5-4 19 pt75.jpg,1,1,1.0,0
CO1 Control 5-4 14 pt32.jpg,eggs4countCO1 Control 5-4 14 pt32.jpg,eggs3countCO1 Control 5-4 14 pt32.jpg,3,4,3.5,1
nCO1 Lithium 5-4 4 pt37.jpg,eggs3countnCO1 Lithium 5-4 4 pt37.jpg,eggs3countnCO1 Lithium 5-4 4 pt37.jpg,3,3,3.0,0
nCO1 Control 5-4 46 pt18.jpg,eggs3countnCO1 Control 5-4 46 pt18.jpg,eggs2countnCO1 Control 5-4 46 pt18.jpg,2,3,2.5,1
CO1 Lithium 5-4 17 pt39.jpg,eggs2countCO1 Lithium 5-4 17 pt39.jpg,eggs1countCO1 Lithium 5-4 17 pt39.jpg,1,2,1.5,1
ACO1 Lithium 5-4 33 pt87.jpg,eggs3countACO1 Lithium 5-4 33 pt87.jpg,eggs2countACO1 Lithium 5-4 33 pt87.jpg,2,3,2.5,1
ACO1 Lithium 5-4 23 pt25.jpg,eggs1countACO1 Lithium 5-4 23 pt25.jpg,eggs0countACO1 Lithium 5-4 23 pt25.jpg,0,1,0.5,1
nCO1 Control 5-4 8 pt66.jpg,eggs1countnCO1 Control 5-4 8 pt66.jpg,eggs1countnCO1 Control 5-4 8 pt66.jpg,1,1,1.0,0
nCO1 Control 5-4 44 pt52.jpg,eggs2countnCO1 Control 5-4 44 pt52.jpg,eggs2countnCO1 Control 5-4 44 pt52.jpg,2,2,2.0,0
CO1 Lithium 5-4 19 pt45.jpg,eggs1countCO1 Lithium 5-4 19 pt45.jpg,eggs1countCO1 Lithium 5-4 19 pt45.jpg,1,1,1.0,0
AO1 Control 5-4 12 pt26.jpg,eggs3countAO1 Control 5-4 12 pt26.jpg,eggs3countAO1 Control 5-4 12 pt26.jpg,3,3,3.0,0
CO1 Lithium 5-4 19 pt43.jpg,eggs1countCO1 Lithium 5-4 19 pt43.jpg,eggs1countCO1 Lithium 5-4 19 pt43.jpg,1,1,1.0,0
ACO1 Lithium 5-4 17 pt15.jpg,eggs5countACO1 Lithium 5-4 17 pt15.jpg,eggs3countACO1 Lithium 5-4 17 pt15.jpg,3,5,4.0,2
ACO1 Lithium 5-4 9 pt84.jpg,eggs1countACO1 Lithium 5-4 9 pt84.jpg,eggs1countACO1 Lithium 5-4 9 pt84.jpg,1,1,1.0,0
ACO1 Lithium 5-4 45 pt37.jpg,eggs2countACO1 Lithium 5-4 45 pt37.jpg,eggs2countACO1 Lithium 5-4 45 pt37.jpg,2,2,2.0,0
CO1 Control 5-4 42 pt75.jpg,eggs2countCO1 Control 5-4 42 pt75.jpg,eggs2countCO1 Control 5-4 42 pt75.jpg,2,2,2.0,0
AO1 Control 5-4 6 pt69.jpg,eggs2countAO1 Control 5-4 6 pt69.jpg,eggs2countAO1 Control 5-4 6 pt69.jpg,2,2,2.0,0
CO1 Control 5-4 47 pt25.jpg,eggs2countCO1 Control 5-4 47 pt25.jpg,eggs2countCO1 Control 5-4 47 pt25.jpg,2,2,2.0,0
nCO1 Control 5-4 44 pt67.jpg,eggs5countnCO1 Control 5-4 44 pt67.jpg,eggs5countnCO1 Control 5-4 44 pt67.jpg,5,5,5.0,0
ACO1 Lithium 5-4 42 pt17.jpg,eggs1countACO1 Lithium 5-4 42 pt17.jpg,eggs1countACO1 Lithium 5-4 42 pt17.jpg,1,1,1.0,0
nCO1 Lithium 5-4 20 pt48.jpg,eggs1countnCO1 Lithium 5-4 20 pt48.jpg,eggs1countnCO1 Lithium 5-4 20 pt48.jpg,1,1,1.0,0
nCO1 Control 5-4 39 pt45.jpg,eggs1countnCO1 Control 5-4 39 pt45.jpg,eggs0countnCO1 Control 5-4 39 pt45.jpg,0,1,0.5,1
CO1 Control 5-4 16 pt73.jpg,eggs2countCO1 Control 5-4 16 pt73.jpg,eggs1countCO1 Control 5-4 16 pt73.jpg,1,2,1.5,1
ACO1 Control 5-4 26 pt60.jpg,eggs5countACO1 Control 5-4 26 pt60.jpg,eggs4countACO1 Control 5-4 26 pt60.jpg,4,5,4.5,1
nCO1 Control 5-4 42 pt57.jpg,eggs1countnCO1 Control 5-4 42 pt57.jpg,eggs1countnCO1 Control 5-4 42 pt57.jpg,1,1,1.0,0
ACO1 Control 5-4 37 pt29.jpg,eggs2countACO1 Control 5-4 37 pt29.jpg,eggs1countACO1 Control 5-4 37 pt29.jpg,1,2,1.5,1
AO1 Control 5-4 34 pt44.jpg,eggs2countAO1 Control 5-4 34 pt44.jpg,eggs2countAO1 Control 5-4 34 pt44.jpg,2,2,2.0,0
ACO1 Control 5-4 5 pt32.jpg,eggs1countACO1 Control 5-4 5 pt32.jpg,eggs0countACO1 Control 5-4 5 pt32.jpg,0,1,0.5,1
ACO1 Control 5-4 47 pt17.jpg,eggs1countACO1 Control 5-4 47 pt17.jpg,eggs1countACO1 Control 5-4 47 pt17.jpg,1,1,1.0,0
nCO1 Lithium 5-4 40 pt96.jpg,eggs1countnCO1 Lithium 5-4 40 pt96.jpg,eggs1countnCO1 Lithium 5-4 40 pt96.jpg,1,1,1.0,0
ACO1 Lithium 5-4 33 pt68.jpg,eggs1countACO1 Lithium 5-4 33 pt68.jpg,eggs0countACO1 Lithium 5-4 33 pt68.jpg,0,1,0.5,1
nCO1 Lithium 5-4 38 pt27.jpg,eggs2countnCO1 Lithium 5-4 38 pt27.jpg,eggs2countnCO1 Lithium 5-4 38 pt27.jpg,2,2,2.0,0
nCO1 Lithium 5-4 48 pt23.jpg,eggs1countnCO1 Lithium 5-4 48 pt23.jpg,eggs1countnCO1 Lithium 5-4 48 pt23.jpg,1,1,1.0,0
nCO1 Control 5-4 34 pt69.jpg,eggs2countnCO1 Control 5-4 34 pt69.jpg,eggs0countnCO1 Control 5-4 34 pt69.jpg,0,2,1.0,2
nCO1 Lithium 5-4 32 pt63.jpg,eggs1countnCO1 Lithium 5-4 32 pt63.jpg,eggs0countnCO1 Lithium 5-4 32 pt63.jpg,0,1,0.5,1
ACO1 Lithium 5-4 9 pt97.jpg,eggs2countACO1 Lithium 5-4 9 pt97.jpg,eggs0countACO1 Lithium 5-4 9 pt97.jpg,0,2,1.0,2
CO1 Control 5-4 33 pt52.jpg,eggs7countCO1 Control 5-4 33 pt52.jpg,eggs7countCO1 Control 5-4 33 pt52.jpg,7,7,7.0,0
ACO1 Lithium 5-4 13 pt38.jpg,eggs9countACO1 Lithium 5-4 13 pt38.jpg,eggs0countACO1 Lithium 5-4 13 pt38.jpg,0,9,4.5,9
CO1 Control 5-4 12 pt27.jpg,eggs1countCO1 Control 5-4 12 pt27.jpg,eggs1countCO1 Control 5-4 12 pt27.jpg,1,1,1.0,0
CO1 Control 5-4 16 pt74.jpg,eggs1countCO1 Control 5-4 16 pt74.jpg,eggs1countCO1 Control 5-4 16 pt74.jpg,1,1,1.0,0
CO1 Lithium 5-4 1 pt74.jpg,eggs1countCO1 Lithium 5-4 1 pt74.jpg,eggs1countCO1 Lithium 5-4 1 pt74.jpg,1,1,1.0,0
nCO1 Control 5-4 15 pt84.jpg,eggs2countnCO1 Control 5-4 15 pt84.jpg,eggs1countnCO1 Control 5-4 15 pt84.jpg,1,2,1.5,1
nCO1 Control 5-4 32 pt56.jpg,eggs1countnCO1 Control 5-4 32 pt56.jpg,eggs0countnCO1 Control 5-4 32 pt56.jpg,0,1,0.5,1
nCO1 Lithium 5-4 1 pt76.jpg,eggs1countnCO1 Lithium 5-4 1 pt76.jpg,eggs1countnCO1 Lithium 5-4 1 pt76.jpg,1,1,1.0,0
CO1 Lithium 5-4 46 pt14.jpg,eggs1countCO1 Lithium 5-4 46 pt14.jpg,eggs1countCO1 Lithium 5-4 46 pt14.jpg,1,1,1.0,0
CO1 Lithium 5-4 28 pt94.jpg,eggs1countCO1 Lithium 5-4 28 pt94.jpg,eggs0countCO1 Lithium 5-4 28 pt94.jpg,0,1,0.5,1
nCO1 Control 5-4 40 pt94.jpg,eggs1countnCO1 Control 5-4 40 pt94.jpg,eggs2countnCO1 Control 5-4 40 pt94.jpg,2,1,1.5,-1
CO1 Control 5-4 8 pt75.jpg,eggs1countCO1 Control 5-4 8 pt75.jpg,eggs0countCO1 Control 5-4 8 pt75.jpg,0,1,0.5,1
nCO1 Control 5-4 37 pt57.jpg,eggs1countnCO1 Control 5-4 37 pt57.jpg,eggs1countnCO1 Control 5-4 37 pt57.jpg,1,1,1.0,0
nCO1 Control 5-4 32 pt14.jpg,eggs2countnCO1 Control 5-4 32 pt14.jpg,eggs2countnCO1 Control 5-4 32 pt14.jpg,2,2,2.0,0
nCO1 Lithium 5-4 14 pt28.jpg,eggs2countnCO1 Lithium 5-4 14 pt28.jpg,eggs2countnCO1 Lithium 5-4 14 pt28.jpg,2,2,2.0,0
CO1 Lithium 5-4 35 pt59.jpg,eggs1countCO1 Lithium 5-4 35 pt59.jpg,eggs1countCO1 Lithium 5-4 35 pt59.jpg,1,1,1.0,0
ACO1 Lithium 5-4 6 pt54.jpg,eggs1countACO1 Lithium 5-4 6 pt54.jpg,eggs1countACO1 Lithium 5-4 6 pt54.jpg,1,1,1.0,0
AO1 Lithium 5-4 16 pt13.jpg,eggs1countAO1 Lithium 5-4 16 pt13.jpg,eggs1countAO1 Lithium 5-4 16 pt13.jpg,1,1,1.0,0
nCO1 Lithium 5-4 2 pt34.jpg,eggs3countnCO1 Lithium 5-4 2 pt34.jpg,eggs2countnCO1 Lithium 5-4 2 pt34.jpg,2,3,2.5,1
nCO1 Lithium 5-4 5 pt62.jpg,eggs1countnCO1 Lithium 5-4 5 pt62.jpg,eggs0countnCO1 Lithium 5-4 5 pt62.jpg,0,1,0.5,1
AO1 Control 5-4 36 pt52.jpg,eggs1countAO1 Control 5-4 36 pt52.jpg,eggs1countAO1 Control 5-4 36 pt52.jpg,1,1,1.0,0
ACO1 Control 5-4 21 pt57.jpg,eggs2countACO1 Control 5-4 21 pt57.jpg,eggs2countACO1 Control 5-4 21 pt57.jpg,2,2,2.0,0
CO1 Control 5-4 47 pt75.jpg,eggs3countCO1 Control 5-4 47 pt75.jpg,eggs3countCO1 Control 5-4 47 pt75.jpg,3,3,3.0,0
CO1 Lithium 5-4 15 pt58.jpg,eggs1countCO1 Lithium 5-4 15 pt58.jpg,eggs1countCO1 Lithium 5-4 15 pt58.jpg,1,1,1.0,0
nCO1 Lithium 5-4 9 pt35.jpg,eggs2countnCO1 Lithium 5-4 9 pt35.jpg,eggs2countnCO1 Lithium 5-4 9 pt35.jpg,2,2,2.0,0
CO1 Control 5-4 4 pt73.jpg,eggs3countCO1 Control 5-4 4 pt73.jpg,eggs1countCO1 Control 5-4 4 pt73.jpg,1,3,2.0,2
nCO1 Control 5-4 15 pt65.jpg,eggs1countnCO1 Control 5-4 15 pt65.jpg,eggs0countnCO1 Control 5-4 15 pt65.jpg,0,1,0.5,1
ACO1 Control 5-4 15 pt24.jpg,eggs1countACO1 Control 5-4 15 pt24.jpg,eggs1countACO1 Control 5-4 15 pt24.jpg,1,1,1.0,0
CO1 Lithium 5-4 3 pt27.jpg,eggs5countCO1 Lithium 5-4 3 pt27.jpg,eggs5countCO1 Lithium 5-4 3 pt27.jpg,5,5,5.0,0
nCO1 Lithium 5-4 38 pt74.jpg,eggs2countnCO1 Lithium 5-4 38 pt74.jpg,eggs1countnCO1 Lithium 5-4 38 pt74.jpg,1,2,1.5,1
nCO1 Lithium 5-4 16 pt43.jpg,eggs1countnCO1 Lithium 5-4 16 pt43.jpg,eggs1countnCO1 Lithium 5-4 16 pt43.jpg,1,1,1.0,0
CO1 Lithium 5-4 25 pt42.jpg,eggs1countCO1 Lithium 5-4 25 pt42.jpg,eggs1countCO1 Lithium 5-4 25 pt42.jpg,1,1,1.0,0
CO1 Control 5-4 36 pt77.jpg,eggs5countCO1 Control 5-4 36 pt77.jpg,eggs2countCO1 Control 5-4 36 pt77.jpg,2,5,3.5,3
nCO1 Control 5-4 6 pt6.jpg,eggs3countnCO1 Control 5-4 6 pt6.jpg,eggs3countnCO1 Control 5-4 6 pt6.jpg,3,3,3.0,0
nCO1 Lithium 5-4 42 pt86.jpg,eggs1countnCO1 Lithium 5-4 42 pt86.jpg,eggs1countnCO1 Lithium 5-4 42 pt86.jpg,1,1,1.0,0
nCO1 Lithium 5-4 18 pt13.jpg,eggs2countnCO1 Lithium 5-4 18 pt13.jpg,eggs1countnCO1 Lithium 5-4 18 pt13.jpg,1,2,1.5,1
CO1 Lithium 5-4 13 pt59.jpg,eggs3countCO1 Lithium 5-4 13 pt59.jpg,eggs2countCO1 Lithium 5-4 13 pt59.jpg,2,3,2.5,1
nCO1 Lithium 5-4 46 pt63.jpg,eggs1countnCO1 Lithium 5-4 46 pt63.jpg,eggs1countnCO1 Lithium 5-4 46 pt63.jpg,1,1,1.0,0
CO1 Lithium 5-4 36 pt26.jpg,eggs1countCO1 Lithium 5-4 36 pt26.jpg,eggs1countCO1 Lithium 5-4 36 pt26.jpg,1,1,1.0,0
CO1 Control 5-4 33 pt23.jpg,eggs7countCO1 Control 5-4 33 pt23.jpg,eggs5countCO1 Control 5-4 33 pt23.jpg,5,7,6.0,2
nCO1 Control 5-4 21 pt4.jpg,eggs4countnCO1 Control 5-4 21 pt4.jpg,eggs4countnCO1 Control 5-4 21 pt4.jpg,4,4,4.0,0
nCO1 Control 5-4 39 pt23.jpg,eggs2countnCO1 Control 5-4 39 pt23.jpg,eggs1countnCO1 Control 5-4 39 pt23.jpg,1,2,1.5,1
CO1 Control 5-4 30 pt28.jpg,eggs1countCO1 Control 5-4 30 pt28.jpg,eggs1countCO1 Control 5-4 30 pt28.jpg,1,1,1.0,0
AO1 Control 5-4 4 pt36.jpg,eggs3countAO1 Control 5-4 4 pt36.jpg,eggs3countAO1 Control 5-4 4 pt36.jpg,3,3,3.0,0
AO1 Control 5-4 11 pt44.jpg,eggs2countAO1 Control 5-4 11 pt44.jpg,eggs1countAO1 Control 5-4 11 pt44.jpg,1,2,1.5,1
AO1 Control 5-4 34 pt77.jpg,eggs1countAO1 Control 5-4 34 pt77.jpg,eggs1countAO1 Control 5-4 34 pt77.jpg,1,1,1.0,0
nCO1 Control 5-4 43 pt65.jpg,eggs1countnCO1 Control 5-4 43 pt65.jpg,eggs1countnCO1 Control 5-4 43 pt65.jpg,1,1,1.0,0
CO1 Control 5-4 45 pt27.jpg,eggs2countCO1 Control 5-4 45 pt27.jpg,eggs2countCO1 Control 5-4 45 pt27.jpg,2,2,2.0,0
CO1 Control 5-4 35 pt96.jpg,eggs2countCO1 Control 5-4 35 pt96.jpg,eggs2countCO1 Control 5-4 35 pt96.jpg,2,2,2.0,0
nCO1 Lithium 5-4 4 pt74.jpg,eggs1countnCO1 Lithium 5-4 4 pt74.jpg,eggs1countnCO1 Lithium 5-4 4 pt74.jpg,1,1,1.0,0
AO1 Lithium 5-4 42 pt45.jpg,eggs2countAO1 Lithium 5-4 42 pt45.jpg,eggs2countAO1 Lithium 5-4 42 pt45.jpg,2,2,2.0,0
nCO1 Lithium 5-4 46 pt44.jpg,eggs4countnCO1 Lithium 5-4 46 pt44.jpg,eggs3countnCO1 Lithium 5-4 46 pt44.jpg,3,4,3.5,1
CO1 Lithium 5-4 5 pt84.jpg,eggs1countCO1 Lithium 5-4 5 pt84.jpg,eggs1countCO1 Lithium 5-4 5 pt84.jpg,1,1,1.0,0
CO1 Lithium 5-4 17 pt85.jpg,eggs3countCO1 Lithium 5-4 17 pt85.jpg,eggs3countCO1 Lithium 5-4 17 pt85.jpg,3,3,3.0,0
AO1 Control 5-4 16 pt76.jpg,eggs3countAO1 Control 5-4 16 pt76.jpg,eggs3countAO1 Control 5-4 16 pt76.jpg,3,3,3.0,0
nCO1 Lithium 5-4 50 pt52.jpg,eggs2countnCO1 Lithium 5-4 50 pt52.jpg,eggs1countnCO1 Lithium 5-4 50 pt52.jpg,1,2,1.5,1
CO1 Control 5-4 41 pt29.jpg,eggs1countCO1 Control 5-4 41 pt29.jpg,eggs1countCO1 Control 5-4 41 pt29.jpg,1,1,1.0,0
nCO1 Control 5-4 22 pt33.jpg,eggs1countnCO1 Control 5-4 22 pt33.jpg,eggs1countnCO1 Control 5-4 22 pt33.jpg,1,1,1.0,0
nCO1 Control 5-4 44 pt86.jpg,eggs6countnCO1 Control 5-4 44 pt86.jpg,eggs5countnCO1 Control 5-4 44 pt86.jpg,5,6,5.5,1
nCO1 Lithium 5-4 20 pt58.jpg,eggs3countnCO1 Lithium 5-4 20 pt58.jpg,eggs2countnCO1 Lithium 5-4 20 pt58.jpg,2,3,2.5,1
CO1 Lithium 5-4 3 pt26.jpg,eggs1countCO1 Lithium 5-4 3 pt26.jpg,eggs1countCO1 Lithium 5-4 3 pt26.jpg,1,1,1.0,0
CO1 Control 5-4 3 pt24.jpg,eggs3countCO1 Control 5-4 3 pt24.jpg,eggs2countCO1 Control 5-4 3 pt24.jpg,2,3,2.5,1
CO1 Lithium 5-4 31 pt54.jpg,eggs2countCO1 Lithium 5-4 31 pt54.jpg,eggs2countCO1 Lithium 5-4 31 pt54.jpg,2,2,2.0,0
nCO1 Control 5-4 10 pt43.jpg,eggs1countnCO1 Control 5-4 10 pt43.jpg,eggs1countnCO1 Control 5-4 10 pt43.jpg,1,1,1.0,0
CO1 Lithium 5-4 26 pt6.jpg,eggs3countCO1 Lithium 5-4 26 pt6.jpg,eggs0countCO1 Lithium 5-4 26 pt6.jpg,0,3,1.5,3
AO1 Lithium 5-4 38 pt6.jpg,eggs1countAO1 Lithium 5-4 38 pt6.jpg,eggs0countAO1 Lithium 5-4 38 pt6.jpg,0,1,0.5,1
nCO1 Control 5-4 17 pt38.jpg,eggs4countnCO1 Control 5-4 17 pt38.jpg,eggs4countnCO1 Control 5-4 17 pt38.jpg,4,4,4.0,0
nCO1 Control 5-4 38 pt84.jpg,eggs5countnCO1 Control 5-4 38 pt84.jpg,eggs0countnCO1 Control 5-4 38 pt84.jpg,0,5,2.5,5
CO1 Lithium 5-4 7 pt62.jpg,eggs2countCO1 Lithium 5-4 7 pt62.jpg,eggs0countCO1 Lithium 5-4 7 pt62.jpg,0,2,1.0,2
nCO1 Control 5-4 20 pt64.jpg,eggs1countnCO1 Control 5-4 20 pt64.jpg,eggs1countnCO1 Control 5-4 20 pt64.jpg,1,1,1.0,0
AO1 Control 5-4 21 pt15.jpg,eggs2countAO1 Control 5-4 21 pt15.jpg,eggs1countAO1 Control 5-4 21 pt15.jpg,1,2,1.5,1
CO1 Lithium 5-4 41 pt35.jpg,eggs2countCO1 Lithium 5-4 41 pt35.jpg,eggs2countCO1 Lithium 5-4 41 pt35.jpg,2,2,2.0,0
CO1 Lithium 5-4 17 pt61.jpg,eggs4countCO1 Lithium 5-4 17 pt61.jpg,eggs3countCO1 Lithium 5-4 17 pt61.jpg,3,4,3.5,1
CO1 Control 5-4 50 pt59.jpg,eggs1countCO1 Control 5-4 50 pt59.jpg,eggs1countCO1 Control 5-4 50 pt59.jpg,1,1,1.0,0
AO1 Control 5-4 29 pt68.jpg,eggs2countAO1 Control 5-4 29 pt68.jpg,eggs1countAO1 Control 5-4 29 pt68.jpg,1,2,1.5,1
AO1 Control 5-4 4 pt48.jpg,eggs2countAO1 Control 5-4 4 pt48.jpg,eggs1countAO1 Control 5-4 4 pt48.jpg,1,2,1.5,1
ACO1 Control 5-4 26 pt17.jpg,eggs2countACO1 Control 5-4 26 pt17.jpg,eggs1countACO1 Control 5-4 26 pt17.jpg,1,2,1.5,1
CO1 Lithium 5-4 19 pt39.jpg,eggs2countCO1 Lithium 5-4 19 pt39.jpg,eggs1countCO1 Lithium 5-4 19 pt39.jpg,1,2,1.5,1
CO1 Control 5-4 42 pt85.jpg,eggs1countCO1 Control 5-4 42 pt85.jpg,eggs1countCO1 Control 5-4 42 pt85.jpg,1,1,1.0,0
CO1 Lithium 5-4 20 pt37.jpg,eggs2countCO1 Lithium 5-4 20 pt37.jpg,eggs2countCO1 Lithium 5-4 20 pt37.jpg,2,2,2.0,0
nCO1 Lithium 5-4 39 pt52.jpg,eggs2countnCO1 Lithium 5-4 39 pt52.jpg,eggs2countnCO1 Lithium 5-4 39 pt52.jpg,2,2,2.0,0
CO1 Lithium 5-4 5 pt34.jpg,eggs3countCO1 Lithium 5-4 5 pt34.jpg,eggs2countCO1 Lithium 5-4 5 pt34.jpg,2,3,2.5,1
nCO1 Control 5-4 18 pt54.jpg,eggs1countnCO1 Control 5-4 18 pt54.jpg,eggs1countnCO1 Control 5-4 18 pt54.jpg,1,1,1.0,0
nCO1 Lithium 5-4 48 pt64.jpg,eggs1countnCO1 Lithium 5-4 48 pt64.jpg,eggs1countnCO1 Lithium 5-4 48 pt64.jpg,1,1,1.0,0
nCO1 Lithium 5-4 42 pt46.jpg,eggs4countnCO1 Lithium 5-4 42 pt46.jpg,eggs4countnCO1 Lithium 5-4 42 pt46.jpg,4,4,4.0,0
nCO1 Control 5-4 8 pt35.jpg,eggs1countnCO1 Control 5-4 8 pt35.jpg,eggs1countnCO1 Control 5-4 8 pt35.jpg,1,1,1.0,0
nCO1 Control 5-4 42 pt63.jpg,eggs2countnCO1 Control 5-4 42 pt63.jpg,eggs2countnCO1 Control 5-4 42 pt63.jpg,2,2,2.0,0
AO1 Control 5-4 47 pt58.jpg,eggs2countAO1 Control 5-4 47 pt58.jpg,eggs2countAO1 Control 5-4 47 pt58.jpg,2,2,2.0,0
nCO1 Control 5-4 34 pt74.jpg,eggs4countnCO1 Control 5-4 34 pt74.jpg,eggs2countnCO1 Control 5-4 34 pt74.jpg,2,4,3.0,2
nCO1 Lithium 5-4 4 pt48.jpg,eggs2countnCO1 Lithium 5-4 4 pt48.jpg,eggs1countnCO1 Lithium 5-4 4 pt48.jpg,1,2,1.5,1
CO1 Lithium 5-4 32 pt64.jpg,eggs1countCO1 Lithium 5-4 32 pt64.jpg,eggs1countCO1 Lithium 5-4 32 pt64.jpg,1,1,1.0,0
AO1 Lithium 5-4 9 pt26.jpg,eggs1countAO1 Lithium 5-4 9 pt26.jpg,eggs1countAO1 Lithium 5-4 9 pt26.jpg,1,1,1.0,0
CO1 Lithium 5-4 45 pt72.jpg,eggs1countCO1 Lithium 5-4 45 pt72.jpg,eggs0countCO1 Lithium 5-4 45 pt72.jpg,0,1,0.5,1
nCO1 Lithium 5-4 12 pt63.jpg,eggs1countnCO1 Lithium 5-4 12 pt63.jpg,eggs0countnCO1 Lithium 5-4 12 pt63.jpg,0,1,0.5,1
CO1 Control 5-4 14 pt68.jpg,eggs2countCO1 Control 5-4 14 pt68.jpg,eggs0countCO1 Control 5-4 14 pt68.jpg,0,2,1.0,2
ACO1 Control 5-4 46 pt74.jpg,eggs1countACO1 Control 5-4 46 pt74.jpg,eggs0countACO1 Control 5-4 46 pt74.jpg,0,1,0.5,1
CO1 Control 5-4 15 pt58.jpg,eggs2countCO1 Control 5-4 15 pt58.jpg,eggs1countCO1 Control 5-4 15 pt58.jpg,1,2,1.5,1
AO1 Control 5-4 40 pt49.jpg,eggs1countAO1 Control 5-4 40 pt49.jpg,eggs1countAO1 Control 5-4 40 pt49.jpg,1,1,1.0,0
CO1 Lithium 5-4 27 pt38.jpg,eggs1countCO1 Lithium 5-4 27 pt38.jpg,eggs1countCO1 Lithium 5-4 27 pt38.jpg,1,1,1.0,0
CO1 Control 5-4 31 pt77.jpg,eggs7countCO1 Control 5-4 31 pt77.jpg,eggs4countCO1 Control 5-4 31 pt77.jpg,4,7,5.5,3
ACO1 Control 5-4 23 pt14.jpg,eggs1countACO1 Control 5-4 23 pt14.jpg,eggs1countACO1 Control 5-4 23 pt14.jpg,1,1,1.0,0
nCO1 Lithium 5-4 29 pt17.jpg,eggs1countnCO1 Lithium 5-4 29 pt17.jpg,eggs1countnCO1 Lithium 5-4 29 pt17.jpg,1,1,1.0,0
nCO1 Lithium 5-4 40 pt18.jpg,eggs1countnCO1 Lithium 5-4 40 pt18.jpg,eggs1countnCO1 Lithium 5-4 40 pt18.jpg,1,1,1.0,0
nCO1 Lithium 5-4 2 pt15.jpg,eggs2countnCO1 Lithium 5-4 2 pt15.jpg,eggs2countnCO1 Lithium 5-4 2 pt15.jpg,2,2,2.0,0
ACO1 Lithium 5-4 9 pt65.jpg,eggs1countACO1 Lithium 5-4 9 pt65.jpg,eggs1countACO1 Lithium 5-4 9 pt65.jpg,1,1,1.0,0
nCO1 Lithium 5-4 39 pt73.jpg,eggs2countnCO1 Lithium 5-4 39 pt73.jpg,eggs2countnCO1 Lithium 5-4 39 pt73.jpg,2,2,2.0,0
ACO1 Control 5-4 31 pt64.jpg,eggs1countACO1 Control 5-4 31 pt64.jpg,eggs1countACO1 Control 5-4 31 pt64.jpg,1,1,1.0,0
AO1 Lithium 5-4 22 pt16.jpg,eggs9countAO1 Lithium 5-4 22 pt16.jpg,eggs0countAO1 Lithium 5-4 22 pt16.jpg,0,9,4.5,9
nCO1 Lithium 5-4 14 pt53.jpg,eggs1countnCO1 Lithium 5-4 14 pt53.jpg,eggs1countnCO1 Lithium 5-4 14 pt53.jpg,1,1,1.0,0
ACO1 Lithium 5-4 41 pt25.jpg,eggs1countACO1 Lithium 5-4 41 pt25.jpg,eggs0countACO1 Lithium 5-4 41 pt25.jpg,0,1,0.5,1
ACO1 Control 5-4 44 pt13.jpg,eggs1countACO1 Control 5-4 44 pt13.jpg,eggs1countACO1 Control 5-4 44 pt13.jpg,1,1,1.0,0
CO1 Control 5-4 3 pt62.jpg,eggs1countCO1 Control 5-4 3 pt62.jpg,eggs1countCO1 Control 5-4 3 pt62.jpg,1,1,1.0,0
ACO1 Control 5-4 22 pt86.jpg,eggs2countACO1 Control 5-4 22 pt86.jpg,eggs0countACO1 Control 5-4 22 pt86.jpg,0,2,1.0,2
AO1 Control 5-4 21 pt74.jpg,eggs2countAO1 Control 5-4 21 pt74.jpg,eggs0countAO1 Control 5-4 21 pt74.jpg,0,2,1.0,2
CO1 Lithium 5-4 30 pt47.jpg,eggs1countCO1 Lithium 5-4 30 pt47.jpg,eggs0countCO1 Lithium 5-4 30 pt47.jpg,0,1,0.5,1
CO1 Lithium 5-4 15 pt54.jpg,eggs2countCO1 Lithium 5-4 15 pt54.jpg,eggs2countCO1 Lithium 5-4 15 pt54.jpg,2,2,2.0,0
nCO1 Lithium 5-4 8 pt73.jpg,eggs1countnCO1 Lithium 5-4 8 pt73.jpg,eggs1countnCO1 Lithium 5-4 8 pt73.jpg,1,1,1.0,0
nCO1 Control 5-4 44 pt55.jpg,eggs4countnCO1 Control 5-4 44 pt55.jpg,eggs4countnCO1 Control 5-4 44 pt55.jpg,4,4,4.0,0
ACO1 Lithium 5-4 15 pt82.jpg,eggs1countACO1 Lithium 5-4 15 pt82.jpg,eggs1countACO1 Lithium 5-4 15 pt82.jpg,1,1,1.0,0
AO1 Lithium 5-4 37 pt35.jpg,eggs1countAO1 Lithium 5-4 37 pt35.jpg,eggs1countAO1 Lithium 5-4 37 pt35.jpg,1,1,1.0,0
nCO1 Lithium 5-4 21 pt15.jpg,eggs1countnCO1 Lithium 5-4 21 pt15.jpg,eggs1countnCO1 Lithium 5-4 21 pt15.jpg,1,1,1.0,0
