RootImage,FileName,PrimaryFileName,SecondaryFileName,PrimaryCount,SecondaryCount,BotCount,Mean,PrimaryDiff,SecondaryDiff,BotDiff
CO1 Lithium 5-1 25,CO1 Lithium 5-1 25 pt83.jpg,eggs7countCO1 Lithium 5-1 25 pt83.jpg,eggs6countCO1 Lithium 5-1 25 pt83.jpg,7,6,6,6.5,0.5,0.5,0.5
ACO1 Control 5-1 26,ACO1 Control 5-1 26 pt7.jpg,eggs2countACO1 Control 5-1 26 pt7.jpg,eggs2countACO1 Control 5-1 26 pt7.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Control 5-1 25,CO1 Control 5-1 25 pt26.jpg,eggs2countCO1 Control 5-1 25 pt26.jpg,eggs2countCO1 Control 5-1 25 pt26.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Control 5-1 20,CO1 Control 5-1 20 pt75.jpg,eggs1countCO1 Control 5-1 20 pt75.jpg,eggs1countCO1 Control 5-1 20 pt75.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Lithium 5-1 12,AO1 Lithium 5-1 12 pt55.jpg,eggs2countAO1 Lithium 5-1 12 pt55.jpg,eggs2countAO1 Lithium 5-1 12 pt55.jpg,2,2,2,2.0,0.0,0.0,0.0
AO1 Control 5-1 15,AO1 Control 5-1 15 pt67.jpg,eggs1countAO1 Control 5-1 15 pt67.jpg,eggs1countAO1 Control 5-1 15 pt67.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 44,CO1 Lithium 5-1 44 pt86.jpg,eggs4countCO1 Lithium 5-1 44 pt86.jpg,eggs3countCO1 Lithium 5-1 44 pt86.jpg,4,3,5,3.5,0.5,0.5,1.5
CO1 Lithium 5-1 18,CO1 Lithium 5-1 18 pt33.jpg,eggs5countCO1 Lithium 5-1 18 pt33.jpg,eggs4countCO1 Lithium 5-1 18 pt33.jpg,5,4,5,4.5,0.5,0.5,0.5
ACO1 Lithium 5-1 18,ACO1 Lithium 5-1 18 pt75.jpg,eggs2countACO1 Lithium 5-1 18 pt75.jpg,eggs2countACO1 Lithium 5-1 18 pt75.jpg,2,2,1,2.0,0.0,0.0,1.0
AO1 Control 5-1 48,AO1 Control 5-1 48 pt56.jpg,eggs1countAO1 Control 5-1 48 pt56.jpg,eggs1countAO1 Control 5-1 48 pt56.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 13,CO1 Control 5-1 13 pt69.jpg,eggs1countCO1 Control 5-1 13 pt69.jpg,eggs1countCO1 Control 5-1 13 pt69.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 49,CO1 Lithium 5-1 49 pt34.jpg,eggs6countCO1 Lithium 5-1 49 pt34.jpg,eggs5countCO1 Lithium 5-1 49 pt34.jpg,6,5,5,5.5,0.5,0.5,0.5
AO1 Lithium 5-1 11,AO1 Lithium 5-1 11 pt28.jpg,eggs1countAO1 Lithium 5-1 11 pt28.jpg,eggs1countAO1 Lithium 5-1 11 pt28.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 4,CO1 Control 5-1 4 pt58.jpg,eggs1countCO1 Control 5-1 4 pt58.jpg,eggs1countCO1 Control 5-1 4 pt58.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 38,NCO1 Lithium 5-1 38 pt27.jpg,eggs5countNCO1 Lithium 5-1 38 pt27.jpg,eggs5countNCO1 Lithium 5-1 38 pt27.jpg,5,5,4,5.0,0.0,0.0,1.0
AO1 Lithium 5-1 31,AO1 Lithium 5-1 31 pt86.jpg,eggs1countAO1 Lithium 5-1 31 pt86.jpg,eggs1countAO1 Lithium 5-1 31 pt86.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 3,CO1 Control 5-1 3 pt74.jpg,eggs12countCO1 Control 5-1 3 pt74.jpg,eggs12countCO1 Control 5-1 3 pt74.jpg,12,12,15,12.0,0.0,0.0,3.0
ACO1 Control 5-1 47,ACO1 Control 5-1 47 pt12.jpg,eggs3countACO1 Control 5-1 47 pt12.jpg,eggs2countACO1 Control 5-1 47 pt12.jpg,3,2,2,2.5,0.5,0.5,0.5
ACO1 Lithium 5-1 21,ACO1 Lithium 5-1 21 pt28.jpg,eggs1countACO1 Lithium 5-1 21 pt28.jpg,eggs1countACO1 Lithium 5-1 21 pt28.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 6,NCO1 Lithium 5-1 6 pt27.jpg,eggs1countNCO1 Lithium 5-1 6 pt27.jpg,eggs1countNCO1 Lithium 5-1 6 pt27.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 48,NCO1 Control 5-1 48 pt16.jpg,eggs2countNCO1 Control 5-1 48 pt16.jpg,eggs2countNCO1 Control 5-1 48 pt16.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Lithium 5-1 15,CO1 Lithium 5-1 15 pt58.jpg,eggs2countCO1 Lithium 5-1 15 pt58.jpg,eggs2countCO1 Lithium 5-1 15 pt58.jpg,2,2,3,2.0,0.0,0.0,1.0
AO1 Lithium 5-1 30,AO1 Lithium 5-1 30 pt26.jpg,eggs2countAO1 Lithium 5-1 30 pt26.jpg,eggs2countAO1 Lithium 5-1 30 pt26.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 12,NCO1 Lithium 5-1 12 pt74.jpg,eggs1countNCO1 Lithium 5-1 12 pt74.jpg,eggs1countNCO1 Lithium 5-1 12 pt74.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 44,ACO1 Lithium 5-1 44 pt85.jpg,eggs3countACO1 Lithium 5-1 44 pt85.jpg,eggs3countACO1 Lithium 5-1 44 pt85.jpg,3,3,3,3.0,0.0,0.0,0.0
AO1 Lithium 5-1 20,AO1 Lithium 5-1 20 pt43.jpg,eggs1countAO1 Lithium 5-1 20 pt43.jpg,eggs1countAO1 Lithium 5-1 20 pt43.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Lithium 5-1 4,AO1 Lithium 5-1 4 pt87.jpg,eggs2countAO1 Lithium 5-1 4 pt87.jpg,eggs2countAO1 Lithium 5-1 4 pt87.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 12,NCO1 Lithium 5-1 12 pt34.jpg,eggs4countNCO1 Lithium 5-1 12 pt34.jpg,eggs4countNCO1 Lithium 5-1 12 pt34.jpg,4,4,4,4.0,0.0,0.0,0.0
NCO1 Control 5-1 18,NCO1 Control 5-1 18 pt22.jpg,eggs7countNCO1 Control 5-1 18 pt22.jpg,eggs6countNCO1 Control 5-1 18 pt22.jpg,7,6,6,6.5,0.5,0.5,0.5
NCO1 Lithium 5-1 4,NCO1 Lithium 5-1 4 pt40.jpg,eggs2countNCO1 Lithium 5-1 4 pt40.jpg,eggs1countNCO1 Lithium 5-1 4 pt40.jpg,2,1,1,1.5,0.5,0.5,0.5
CO1 Lithium 5-1 49,CO1 Lithium 5-1 49 pt85.jpg,eggs1countCO1 Lithium 5-1 49 pt85.jpg,eggs1countCO1 Lithium 5-1 49 pt85.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 5,NCO1 Lithium 5-1 5 pt36.jpg,eggs2countNCO1 Lithium 5-1 5 pt36.jpg,eggs1countNCO1 Lithium 5-1 5 pt36.jpg,2,1,1,1.5,0.5,0.5,0.5
AO1 Control 5-1 22,AO1 Control 5-1 22 pt62.jpg,eggs2countAO1 Control 5-1 22 pt62.jpg,eggs2countAO1 Control 5-1 22 pt62.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Control 5-1 4,CO1 Control 5-1 4 pt46.jpg,eggs5countCO1 Control 5-1 4 pt46.jpg,eggs2countCO1 Control 5-1 4 pt46.jpg,5,2,3,3.5,1.5,1.5,0.5
CO1 Lithium 5-1 5,CO1 Lithium 5-1 5 pt62.jpg,eggs1countCO1 Lithium 5-1 5 pt62.jpg,eggs1countCO1 Lithium 5-1 5 pt62.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 5,CO1 Lithium 5-1 5 pt66.jpg,eggs5countCO1 Lithium 5-1 5 pt66.jpg,eggs5countCO1 Lithium 5-1 5 pt66.jpg,5,5,4,5.0,0.0,0.0,1.0
NCO1 Lithium 5-1 11,NCO1 Lithium 5-1 11 pt49.jpg,eggs5countNCO1 Lithium 5-1 11 pt49.jpg,eggs4countNCO1 Lithium 5-1 11 pt49.jpg,5,4,4,4.5,0.5,0.5,0.5
NCO1 Lithium 5-1 48,NCO1 Lithium 5-1 48 pt23.jpg,eggs6countNCO1 Lithium 5-1 48 pt23.jpg,eggs3countNCO1 Lithium 5-1 48 pt23.jpg,6,3,4,4.5,1.5,1.5,0.5
NCO1 Lithium 5-1 10,NCO1 Lithium 5-1 10 pt87.jpg,eggs6countNCO1 Lithium 5-1 10 pt87.jpg,eggs4countNCO1 Lithium 5-1 10 pt87.jpg,6,4,4,5.0,1.0,1.0,1.0
AO1 Lithium 5-1 45,AO1 Lithium 5-1 45 pt27.jpg,eggs2countAO1 Lithium 5-1 45 pt27.jpg,eggs2countAO1 Lithium 5-1 45 pt27.jpg,2,2,1,2.0,0.0,0.0,1.0
ACO1 Lithium 5-1 4,ACO1 Lithium 5-1 4 pt54.jpg,eggs1countACO1 Lithium 5-1 4 pt54.jpg,eggs1countACO1 Lithium 5-1 4 pt54.jpg,1,1,2,1.0,0.0,0.0,1.0
ACO1 Control 5-1 31,ACO1 Control 5-1 31 pt48.jpg,eggs1countACO1 Control 5-1 31 pt48.jpg,eggs1countACO1 Control 5-1 31 pt48.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 10,ACO1 Lithium 5-1 10 pt78.jpg,eggs2countACO1 Lithium 5-1 10 pt78.jpg,eggs1countACO1 Lithium 5-1 10 pt78.jpg,2,1,2,1.5,0.5,0.5,0.5
NCO1 Control 5-1 23,NCO1 Control 5-1 23 pt59.jpg,eggs2countNCO1 Control 5-1 23 pt59.jpg,eggs2countNCO1 Control 5-1 23 pt59.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Lithium 5-1 49,CO1 Lithium 5-1 49 pt57.jpg,eggs3countCO1 Lithium 5-1 49 pt57.jpg,eggs3countCO1 Lithium 5-1 49 pt57.jpg,3,3,4,3.0,0.0,0.0,1.0
ACO1 Lithium 5-1 45,ACO1 Lithium 5-1 45 pt35.jpg,eggs1countACO1 Lithium 5-1 45 pt35.jpg,eggs1countACO1 Lithium 5-1 45 pt35.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 31,ACO1 Lithium 5-1 31 pt29.jpg,eggs1countACO1 Lithium 5-1 31 pt29.jpg,eggs1countACO1 Lithium 5-1 31 pt29.jpg,1,1,2,1.0,0.0,0.0,1.0
ACO1 Control 5-1 13,ACO1 Control 5-1 13 pt77.jpg,eggs4countACO1 Control 5-1 13 pt77.jpg,eggs4countACO1 Control 5-1 13 pt77.jpg,4,4,4,4.0,0.0,0.0,0.0
ACO1 Lithium 5-1 37,ACO1 Lithium 5-1 37 pt66.jpg,eggs2countACO1 Lithium 5-1 37 pt66.jpg,eggs2countACO1 Lithium 5-1 37 pt66.jpg,2,2,2,2.0,0.0,0.0,0.0
AO1 Lithium 5-1 14,AO1 Lithium 5-1 14 pt34.jpg,eggs1countAO1 Lithium 5-1 14 pt34.jpg,eggs1countAO1 Lithium 5-1 14 pt34.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 2,NCO1 Lithium 5-1 2 pt73.jpg,eggs2countNCO1 Lithium 5-1 2 pt73.jpg,eggs2countNCO1 Lithium 5-1 2 pt73.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 33,NCO1 Lithium 5-1 33 pt44.jpg,eggs7countNCO1 Lithium 5-1 33 pt44.jpg,eggs5countNCO1 Lithium 5-1 33 pt44.jpg,7,5,4,6.0,1.0,1.0,2.0
CO1 Lithium 5-1 35,CO1 Lithium 5-1 35 pt76.jpg,eggs1countCO1 Lithium 5-1 35 pt76.jpg,eggs1countCO1 Lithium 5-1 35 pt76.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Control 5-1 44,ACO1 Control 5-1 44 pt51.jpg,eggs1countACO1 Control 5-1 44 pt51.jpg,eggs1countACO1 Control 5-1 44 pt51.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 10,CO1 Lithium 5-1 10 pt33.jpg,eggs1countCO1 Lithium 5-1 10 pt33.jpg,eggs1countCO1 Lithium 5-1 10 pt33.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 21,NCO1 Lithium 5-1 21 pt64.jpg,eggs6countNCO1 Lithium 5-1 21 pt64.jpg,eggs4countNCO1 Lithium 5-1 21 pt64.jpg,6,4,5,5.0,1.0,1.0,0.0
CO1 Lithium 5-1 15,CO1 Lithium 5-1 15 pt59.jpg,eggs6countCO1 Lithium 5-1 15 pt59.jpg,eggs4countCO1 Lithium 5-1 15 pt59.jpg,6,4,6,5.0,1.0,1.0,1.0
CO1 Lithium 5-1 26,CO1 Lithium 5-1 26 pt85.jpg,eggs1countCO1 Lithium 5-1 26 pt85.jpg,eggs1countCO1 Lithium 5-1 26 pt85.jpg,1,1,0,1.0,0.0,0.0,1.0
ACO1 Lithium 5-1 29,ACO1 Lithium 5-1 29 pt64.jpg,eggs1countACO1 Lithium 5-1 29 pt64.jpg,eggs1countACO1 Lithium 5-1 29 pt64.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 13,NCO1 Control 5-1 13 pt73.jpg,eggs5countNCO1 Control 5-1 13 pt73.jpg,eggs2countNCO1 Control 5-1 13 pt73.jpg,5,2,5,3.5,1.5,1.5,1.5
AO1 Control 5-1 6,AO1 Control 5-1 6 pt37.jpg,eggs1countAO1 Control 5-1 6 pt37.jpg,eggs1countAO1 Control 5-1 6 pt37.jpg,1,1,0,1.0,0.0,0.0,1.0
CO1 Lithium 5-1 34,CO1 Lithium 5-1 34 pt52.jpg,eggs2countCO1 Lithium 5-1 34 pt52.jpg,eggs2countCO1 Lithium 5-1 34 pt52.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 31,NCO1 Lithium 5-1 31 pt43.jpg,eggs2countNCO1 Lithium 5-1 31 pt43.jpg,eggs2countNCO1 Lithium 5-1 31 pt43.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Control 5-1 35,ACO1 Control 5-1 35 pt49.jpg,eggs2countACO1 Control 5-1 35 pt49.jpg,eggs2countACO1 Control 5-1 35 pt49.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Control 5-1 8,NCO1 Control 5-1 8 pt44.jpg,eggs7countNCO1 Control 5-1 8 pt44.jpg,eggs7countNCO1 Control 5-1 8 pt44.jpg,7,7,4,7.0,0.0,0.0,3.0
CO1 Lithium 5-1 5,CO1 Lithium 5-1 5 pt37.jpg,eggs2countCO1 Lithium 5-1 5 pt37.jpg,eggs1countCO1 Lithium 5-1 5 pt37.jpg,2,1,2,1.5,0.5,0.5,0.5
NCO1 Control 5-1 46,NCO1 Control 5-1 46 pt28.jpg,eggs6countNCO1 Control 5-1 46 pt28.jpg,eggs2countNCO1 Control 5-1 46 pt28.jpg,6,2,7,4.0,2.0,2.0,3.0
NCO1 Lithium 5-1 4,NCO1 Lithium 5-1 4 pt88.jpg,eggs2countNCO1 Lithium 5-1 4 pt88.jpg,eggs2countNCO1 Lithium 5-1 4 pt88.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Control 5-1 27,NCO1 Control 5-1 27 pt47.jpg,eggs1countNCO1 Control 5-1 27 pt47.jpg,eggs1countNCO1 Control 5-1 27 pt47.jpg,1,1,2,1.0,0.0,0.0,1.0
ACO1 Lithium 5-1 27,ACO1 Lithium 5-1 27 pt79.jpg,eggs1countACO1 Lithium 5-1 27 pt79.jpg,eggs1countACO1 Lithium 5-1 27 pt79.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 38,CO1 Lithium 5-1 38 pt57.jpg,eggs2countCO1 Lithium 5-1 38 pt57.jpg,eggs1countCO1 Lithium 5-1 38 pt57.jpg,2,1,2,1.5,0.5,0.5,0.5
ACO1 Control 5-1 25,ACO1 Control 5-1 25 pt37.jpg,eggs1countACO1 Control 5-1 25 pt37.jpg,eggs1countACO1 Control 5-1 25 pt37.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 44,CO1 Lithium 5-1 44 pt85.jpg,eggs4countCO1 Lithium 5-1 44 pt85.jpg,eggs3countCO1 Lithium 5-1 44 pt85.jpg,4,3,4,3.5,0.5,0.5,0.5
AO1 Control 5-1 4,AO1 Control 5-1 4 pt73.jpg,eggs2countAO1 Control 5-1 4 pt73.jpg,eggs2countAO1 Control 5-1 4 pt73.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Control 5-1 24,ACO1 Control 5-1 24 pt57.jpg,eggs1countACO1 Control 5-1 24 pt57.jpg,eggs1countACO1 Control 5-1 24 pt57.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 4,CO1 Lithium 5-1 4 pt68.jpg,eggs2countCO1 Lithium 5-1 4 pt68.jpg,eggs3countCO1 Lithium 5-1 4 pt68.jpg,2,3,4,2.5,0.5,0.5,1.5
ACO1 Control 5-1 5,ACO1 Control 5-1 5 pt23.jpg,eggs2countACO1 Control 5-1 5 pt23.jpg,eggs2countACO1 Control 5-1 5 pt23.jpg,2,2,2,2.0,0.0,0.0,0.0
AO1 Control 5-1 7,AO1 Control 5-1 7 pt62.jpg,eggs3countAO1 Control 5-1 7 pt62.jpg,eggs2countAO1 Control 5-1 7 pt62.jpg,3,2,2,2.5,0.5,0.5,0.5
CO1 Lithium 5-1 35,CO1 Lithium 5-1 35 pt55.jpg,eggs1countCO1 Lithium 5-1 35 pt55.jpg,eggs1countCO1 Lithium 5-1 35 pt55.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 23,CO1 Control 5-1 23 pt31.jpg,eggs1countCO1 Control 5-1 23 pt31.jpg,eggs1countCO1 Control 5-1 23 pt31.jpg,1,1,3,1.0,0.0,0.0,2.0
NCO1 Lithium 5-1 15,NCO1 Lithium 5-1 15 pt54.jpg,eggs2countNCO1 Lithium 5-1 15 pt54.jpg,eggs1countNCO1 Lithium 5-1 15 pt54.jpg,2,1,2,1.5,0.5,0.5,0.5
NCO1 Control 5-1 9,NCO1 Control 5-1 9 pt63.jpg,eggs13countNCO1 Control 5-1 9 pt63.jpg,eggs9countNCO1 Control 5-1 9 pt63.jpg,13,9,6,11.0,2.0,2.0,5.0
AO1 Lithium 5-1 37,AO1 Lithium 5-1 37 pt15.jpg,eggs2countAO1 Lithium 5-1 37 pt15.jpg,eggs2countAO1 Lithium 5-1 37 pt15.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 16,NCO1 Lithium 5-1 16 pt22.jpg,eggs2countNCO1 Lithium 5-1 16 pt22.jpg,eggs2countNCO1 Lithium 5-1 16 pt22.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Lithium 5-1 31,ACO1 Lithium 5-1 31 pt78.jpg,eggs2countACO1 Lithium 5-1 31 pt78.jpg,eggs2countACO1 Lithium 5-1 31 pt78.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Lithium 5-1 29,CO1 Lithium 5-1 29 pt77.jpg,eggs2countCO1 Lithium 5-1 29 pt77.jpg,eggs2countCO1 Lithium 5-1 29 pt77.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Control 5-1 38,NCO1 Control 5-1 38 pt66.jpg,eggs1countNCO1 Control 5-1 38 pt66.jpg,eggs1countNCO1 Control 5-1 38 pt66.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 32,CO1 Lithium 5-1 32 pt35.jpg,eggs1countCO1 Lithium 5-1 32 pt35.jpg,eggs1countCO1 Lithium 5-1 32 pt35.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 18,ACO1 Lithium 5-1 18 pt41.jpg,eggs1countACO1 Lithium 5-1 18 pt41.jpg,eggs1countACO1 Lithium 5-1 18 pt41.jpg,1,1,0,1.0,0.0,0.0,1.0
NCO1 Control 5-1 2,NCO1 Control 5-1 2 pt17.jpg,eggs2countNCO1 Control 5-1 2 pt17.jpg,eggs2countNCO1 Control 5-1 2 pt17.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Control 5-1 24,NCO1 Control 5-1 24 pt82.jpg,eggs3countNCO1 Control 5-1 24 pt82.jpg,eggs2countNCO1 Control 5-1 24 pt82.jpg,3,2,2,2.5,0.5,0.5,0.5
CO1 Lithium 5-1 21,CO1 Lithium 5-1 21 pt39.jpg,eggs3countCO1 Lithium 5-1 21 pt39.jpg,eggs2countCO1 Lithium 5-1 21 pt39.jpg,3,2,3,2.5,0.5,0.5,0.5
AO1 Lithium 5-1 16,AO1 Lithium 5-1 16 pt28.jpg,eggs2countAO1 Lithium 5-1 16 pt28.jpg,eggs1countAO1 Lithium 5-1 16 pt28.jpg,2,1,2,1.5,0.5,0.5,0.5
ACO1 Lithium 5-1 3,ACO1 Lithium 5-1 3 pt25.jpg,eggs1countACO1 Lithium 5-1 3 pt25.jpg,eggs1countACO1 Lithium 5-1 3 pt25.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 33,NCO1 Control 5-1 33 pt24.jpg,eggs1countNCO1 Control 5-1 33 pt24.jpg,eggs1countNCO1 Control 5-1 33 pt24.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Control 5-1 39,ACO1 Control 5-1 39 pt42.jpg,eggs2countACO1 Control 5-1 39 pt42.jpg,eggs1countACO1 Control 5-1 39 pt42.jpg,2,1,2,1.5,0.5,0.5,0.5
ACO1 Lithium 5-1 33,ACO1 Lithium 5-1 33 pt26.jpg,eggs1countACO1 Lithium 5-1 33 pt26.jpg,eggs1countACO1 Lithium 5-1 33 pt26.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 26,CO1 Lithium 5-1 26 pt37.jpg,eggs3countCO1 Lithium 5-1 26 pt37.jpg,eggs3countCO1 Lithium 5-1 26 pt37.jpg,3,3,4,3.0,0.0,0.0,1.0
NCO1 Control 5-1 50,NCO1 Control 5-1 50 pt95.jpg,eggs1countNCO1 Control 5-1 50 pt95.jpg,eggs1countNCO1 Control 5-1 50 pt95.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 44,NCO1 Control 5-1 44 pt35.jpg,eggs2countNCO1 Control 5-1 44 pt35.jpg,eggs1countNCO1 Control 5-1 44 pt35.jpg,2,1,1,1.5,0.5,0.5,0.5
AO1 Lithium 5-1 36,AO1 Lithium 5-1 36 pt78.jpg,eggs4countAO1 Lithium 5-1 36 pt78.jpg,eggs1countAO1 Lithium 5-1 36 pt78.jpg,4,1,3,2.5,1.5,1.5,0.5
NCO1 Control 5-1 22,NCO1 Control 5-1 22 pt33.jpg,eggs7countNCO1 Control 5-1 22 pt33.jpg,eggs5countNCO1 Control 5-1 22 pt33.jpg,7,5,6,6.0,1.0,1.0,0.0
ACO1 Control 5-1 50,ACO1 Control 5-1 50 pt76.jpg,eggs1countACO1 Control 5-1 50 pt76.jpg,eggs1countACO1 Control 5-1 50 pt76.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 3,AO1 Control 5-1 3 pt7.jpg,eggs2countAO1 Control 5-1 3 pt7.jpg,eggs1countAO1 Control 5-1 3 pt7.jpg,2,1,1,1.5,0.5,0.5,0.5
ACO1 Lithium 5-1 26,ACO1 Lithium 5-1 26 pt77.jpg,eggs2countACO1 Lithium 5-1 26 pt77.jpg,eggs2countACO1 Lithium 5-1 26 pt77.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Control 5-1 35,NCO1 Control 5-1 35 pt73.jpg,eggs6countNCO1 Control 5-1 35 pt73.jpg,eggs4countNCO1 Control 5-1 35 pt73.jpg,6,4,4,5.0,1.0,1.0,1.0
NCO1 Control 5-1 42,NCO1 Control 5-1 42 pt55.jpg,eggs1countNCO1 Control 5-1 42 pt55.jpg,eggs1countNCO1 Control 5-1 42 pt55.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 1,NCO1 Control 5-1 1 pt13.jpg,eggs1countNCO1 Control 5-1 1 pt13.jpg,eggs1countNCO1 Control 5-1 1 pt13.jpg,1,1,3,1.0,0.0,0.0,2.0
ACO1 Lithium 5-1 26,ACO1 Lithium 5-1 26 pt47.jpg,eggs1countACO1 Lithium 5-1 26 pt47.jpg,eggs1countACO1 Lithium 5-1 26 pt47.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 30,CO1 Control 5-1 30 pt23.jpg,eggs5countCO1 Control 5-1 30 pt23.jpg,eggs5countCO1 Control 5-1 30 pt23.jpg,5,5,4,5.0,0.0,0.0,1.0
NCO1 Lithium 5-1 2,NCO1 Lithium 5-1 2 pt50.jpg,eggs1countNCO1 Lithium 5-1 2 pt50.jpg,eggs1countNCO1 Lithium 5-1 2 pt50.jpg,1,1,2,1.0,0.0,0.0,1.0
CO1 Control 5-1 5,CO1 Control 5-1 5 pt68.jpg,eggs5countCO1 Control 5-1 5 pt68.jpg,eggs3countCO1 Control 5-1 5 pt68.jpg,5,3,4,4.0,1.0,1.0,0.0
AO1 Control 5-1 46,AO1 Control 5-1 46 pt38.jpg,eggs1countAO1 Control 5-1 46 pt38.jpg,eggs1countAO1 Control 5-1 46 pt38.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 7,CO1 Lithium 5-1 7 pt17.jpg,eggs4countCO1 Lithium 5-1 7 pt17.jpg,eggs4countCO1 Lithium 5-1 7 pt17.jpg,4,4,4,4.0,0.0,0.0,0.0
CO1 Lithium 5-1 38,CO1 Lithium 5-1 38 pt45.jpg,eggs2countCO1 Lithium 5-1 38 pt45.jpg,eggs1countCO1 Lithium 5-1 38 pt45.jpg,2,1,1,1.5,0.5,0.5,0.5
CO1 Lithium 5-1 17,CO1 Lithium 5-1 17 pt63.jpg,eggs2countCO1 Lithium 5-1 17 pt63.jpg,eggs1countCO1 Lithium 5-1 17 pt63.jpg,2,1,1,1.5,0.5,0.5,0.5
CO1 Lithium 5-1 8,CO1 Lithium 5-1 8 pt38.jpg,eggs5countCO1 Lithium 5-1 8 pt38.jpg,eggs4countCO1 Lithium 5-1 8 pt38.jpg,5,4,5,4.5,0.5,0.5,0.5
NCO1 Control 5-1 24,NCO1 Control 5-1 24 pt26.jpg,eggs4countNCO1 Control 5-1 24 pt26.jpg,eggs3countNCO1 Control 5-1 24 pt26.jpg,4,3,3,3.5,0.5,0.5,0.5
NCO1 Lithium 5-1 2,NCO1 Lithium 5-1 2 pt45.jpg,eggs2countNCO1 Lithium 5-1 2 pt45.jpg,eggs2countNCO1 Lithium 5-1 2 pt45.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Lithium 5-1 42,ACO1 Lithium 5-1 42 pt58.jpg,eggs1countACO1 Lithium 5-1 42 pt58.jpg,eggs1countACO1 Lithium 5-1 42 pt58.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 32,ACO1 Lithium 5-1 32 pt42.jpg,eggs1countACO1 Lithium 5-1 32 pt42.jpg,eggs1countACO1 Lithium 5-1 32 pt42.jpg,1,1,2,1.0,0.0,0.0,1.0
